id,Tipo-costa,Altitud,Tipo-alttud,tipo-altitud-2,grupo_pob,NOMBRE COMPLETO,MUNICIPIO,PROVINCIA,CÓDIGO,ENTRADAS_2024,ENTRADAS_2019,pob_2024,tipo-pob,pob_2019,ENTRADASXHAB,ENTRADASXHAB_19,ENTRADASXTRAB,cnae-suma,VAR_ENTRADAS,recepcion_español_2024,recepcion_internacional_2024,ENTRADAS_ext
2339,no,865,Menos de 1000 metros,601-1.000,1-100,16132 Mota de Altarejos,Mota de Altarejos,Cuenca,16132,191,418,27,<500,34,"7,07","12,29",,"0,00","-0,54",191,0,"100,00"
413,no,1169,Entre 1000 y 1499 metros,1.001-1.500,1-100,05040 Bularros,Bularros,Ávila,05040,389,0,55,<500,66,"7,07",,,"0,00",No se puede calcular,389,0,"100,00"
2453,no,900,Menos de 1000 metros,601-1.000,101-500,16902 Valdetórtola,Valdetórtola,Cuenca,16902,869,599,123,<500,133,"7,07","4,50","434,50","2,00","0,45",487,382,"56,04"
6249,no,989,Menos de 1000 metros,601-1.000,101-500,42071 Cubo de la Solana,Cubo de la Solana,Soria,42071,1151,1002,163,<500,184,"7,06","5,45","1151,00","1,00","0,15",986,165,"85,66"
3342,no,1038,Entre 1000 y 1499 metros,1.001-1.500,101-500,22037 Arguis,Arguis,Huesca,22037,1164,2333,165,<500,127,"7,05","18,37","1164,00","1,00","-0,50",693,471,"59,54"
5310,yes,5,Menos de 1000 metros,0-200,10001-50000,"36022 Grove, O","Grove, O",Pontevedra,36022,76322,72717,10821,10.000 – 49.999,10650,"7,05","6,83","41,26","1850,00","0,05",70814,5508,"92,78"
6708,no,698,Menos de 1000 metros,601-1.000,1-100,"44178 Parras de Castellote, Las","Parras de Castellote, Las",Teruel,44178,402,203,57,<500,55,"7,05","3,69","268,00","1,50","0,98",402,0,"100,00"
6007,no,819,Menos de 1000 metros,601-1.000,101-500,40159 Pinarejos,Pinarejos,Segovia,40159,1368,464,194,<500,186,"7,05","2,49","1368,00","1,00","1,95",1257,111,"91,89"
5868,no,195,Menos de 1000 metros,0-200,101-500,39101 Valle de Villaverde,Valle de Villaverde,Cantabria,39101,1775,2723,252,<500,283,"7,04","9,62","1775,00","1,00","-0,35",1695,80,"95,49"
5004,yes,21,Menos de 1000 metros,0-200,1001-5000,33019 Colunga,Colunga,Asturias,33019,22172,15913,3148,2.000 – 9.999,3257,"7,04","4,89","49,77","445,50","0,39",19904,2268,"89,77"
3743,no,1180,Entre 1000 y 1499 metros,1.001-1.500,501-1000,24145 San Emiliano,San Emiliano,León,24145,4197,2976,596,500 – 1.999,646,"7,04","4,61","114,99","36,50","0,41",3833,364,"91,33"
1379,no,960,Menos de 1000 metros,601-1.000,1-100,09267 Pineda Trasmonte,Pineda Trasmonte,Burgos,09267,690,90,98,<500,113,"7,04","0,80","690,00","1,00","6,67",690,0,"100,00"
6639,no,1246,Entre 1000 y 1499 metros,1.001-1.500,1-100,44102 Fonfría,Fonfría,Zamora,44102,5360,3068,763,500 – 1.999,756,"7,02","4,06","2680,00","2,00","0,75",2081,3279,"38,82"
7933,no,1009,Entre 1000 y 1499 metros,1.001-1.500,1-100,"50091 Cuerlas, Las","Cuerlas, Las",Zaragoza,50091,288,374,41,<500,41,"7,02","9,12","192,00","1,50","-0,23",288,0,"100,00"
91,no,624,Menos de 1000 metros,601-1.000,101-500,02041 Jorquera,Jorquera,Albacete,02041,2513,1809,358,<500,355,"7,02","5,10","31,41","80,00","0,39",2320,193,"92,32"
544,no,1049,Entre 1000 y 1499 metros,1.001-1.500,1-100,"05180 Parral, El","Parral, El",Ávila,05180,435,244,62,<500,67,"7,02","3,64",,"0,00","0,78",435,0,"100,00"
5862,yes,50,Menos de 1000 metros,0-200,1001-5000,39095 Val de San Vicente,Val de San Vicente,Cantabria,39095,19557,26303,2796,2.000 – 9.999,2728,"6,99","9,64","42,84","456,50","-0,26",17916,1641,"91,61"
841,yes,9,Menos de 1000 metros,0-200,10001-50000,07046 Sant Antoni de Portmany,Sant Antoni de Portmany,Illes Balears,07046,199902,202578,28609,10.000 – 49.999,26306,"6,99","7,70","30,31","6596,00","-0,01",34790,165112,"17,40"
1438,no,852,Menos de 1000 metros,601-1.000,1-100,09351 Santa María del Invierno,Santa María del Invierno,Burgos,09351,468,0,67,<500,63,"6,99",,"468,00","1,00",No se puede calcular,267,201,"57,05"
4181,no,850,Menos de 1000 metros,601-1.000,101-500,26132 San Román de Cameros,San Román de Cameros,La Rioja,26132,887,2366,127,<500,128,"6,98","18,48","177,40","5,00","-0,63",887,0,"100,00"
898,no,536,Menos de 1000 metros,201-600,101-500,08036 Calonge de Segarra,Calonge de Segarra,Barcelona,08036,1214,2362,174,<500,188,"6,98","12,56","346,86","3,50","-0,49",832,382,"68,53"
3643,no,768,Menos de 1000 metros,601-1.000,101-500,24033 Campo de Villavidel,Campo de Villavidel,León,24033,1430,949,205,<500,209,"6,98","4,54","357,50","4,00","0,51",1154,276,"80,70"
5651,no,969,Menos de 1000 metros,601-1.000,1-100,"37319 Tejado, El","Tejado, El",Salamanca,37319,578,902,83,<500,96,"6,96","9,40","385,33","1,50","-0,36",578,0,"100,00"
2258,no,821,Menos de 1000 metros,601-1.000,101-500,16039 Buenache de Alarcón,Buenache de Alarcón,Cuenca,16039,3063,2859,440,<500,459,"6,96","6,23","556,91","5,50","0,07",2929,134,"95,63"
8032,no,738,Menos de 1000 metros,601-1.000,101-500,50196 Orera,Orera,Zaragoza,50196,703,220,101,<500,114,"6,96","1,93",,"0,00","2,20",703,0,"100,00"
184,yes,55,Menos de 1000 metros,0-200,10001-50000,03047 Calp,Calp,Alacant/Alicante,03047,186523,186515,26821,10.000 – 49.999,22725,"6,95","8,21","54,56","3418,50","0,00",125060,61463,"67,05"
3901,no,1079,Entre 1000 y 1499 metros,1.001-1.500,101-500,25088 Estamariu,Estamariu,Lleida,25088,917,40,132,<500,118,"6,95","0,34","79,74","11,50","21,93",665,252,"72,52"
3469,no,643,Menos de 1000 metros,601-1.000,101-500,22208 Santa Cilia,Santa Cilia,Huesca,22208,1695,1221,244,<500,240,"6,95","5,09","130,38","13,00","0,39",1595,100,"94,10"
3340,no,724,Menos de 1000 metros,601-1.000,101-500,22035 Arén,Arén,Huesca,22035,2123,2624,306,<500,313,"6,94","8,38","235,89","9,00","-0,19",1945,178,"91,62"
3507,no,691,Menos de 1000 metros,601-1.000,101-500,22902 Puente la Reina de Jaca,Puente la Reina de Jaca,Huesca,22902,1831,5568,264,<500,255,"6,94","21,84","174,38","10,50","-0,67",1570,261,"85,75"
5714,yes,218,Menos de 1000 metros,201-600,50001-100000,38001 Adeje,Adeje,Santa Cruz de Tenerife,38001,350355,291196,50549,50.000 – 199.999,47869,"6,93","6,08","16,18","21656,50","0,20",33920,316435,"9,68"
5104,no,755,Menos de 1000 metros,601-1.000,101-500,34053 Castromocho,Castromocho,Palencia,34053,1365,794,197,<500,225,"6,93","3,53","1365,00","1,00","0,72",1153,212,"84,47"
5055,yes,19,Menos de 1000 metros,0-200,1001-5000,33070 Tapia de Casariego,Tapia de Casariego,Asturias,33070,24777,19608,3579,2.000 – 9.999,3786,"6,92","5,18","78,66","315,00","0,26",23510,1267,"94,89"
5227,no,912,Menos de 1000 metros,601-1.000,501-1000,34218 Villaluenga de la Vega,Villaluenga de la Vega,Palencia,34218,3591,5125,519,500 – 1.999,595,"6,92","8,61","256,50","14,00","-0,30",3466,125,"96,52"
1458,no,1087,Entre 1000 y 1499 metros,1.001-1.500,1-100,09378 Tejada,Tejada,Burgos,09378,242,498,35,<500,31,"6,91","16,06",,"0,00","-0,51",242,0,"100,00"
3445,no,537,Menos de 1000 metros,201-600,101-500,22175 Peralta de Calasanz,Peralta de Calasanz,Huesca,22175,1486,2565,215,<500,210,"6,91","12,21","110,07","13,50","-0,42",1308,178,"88,02"
5101,no,829,Menos de 1000 metros,601-1.000,101-500,34050 Castrillo de Don Juan,Castrillo de Don Juan,Palencia,34050,1251,649,181,<500,207,"6,91","3,14","834,00","1,50","0,93",1251,0,"100,00"
533,no,1262,Entre 1000 y 1499 metros,1.001-1.500,101-500,05169 Navatalgordo,Navatalgordo,Ávila,05169,1636,1506,237,<500,233,"6,90","6,46","409,00","4,00","0,09",1636,0,"100,00"
5106,no,1011,Entre 1000 y 1499 metros,1.001-1.500,1001-5000,34056 Cervera de Pisuerga,Cervera de Pisuerga,Palencia,34056,15755,11983,2284,2.000 – 9.999,2333,"6,90","5,14","83,14","189,50","0,31",14995,760,"95,18"
2361,no,795,Menos de 1000 metros,601-1.000,101-500,"16157 Pesquera, La","Pesquera, La",Cuenca,16157,1614,2477,234,<500,215,"6,90","11,52","807,00","2,00","-0,35",1409,205,"87,30"
1774,yes,8,Menos de 1000 metros,0-200,10001-50000,11007 Barbate,Barbate,Cádiz,11007,156498,138032,22709,10.000 – 49.999,22518,"6,89","6,13","45,70","3424,50","0,13",148926,7572,"95,16"
7692,no,703,Menos de 1000 metros,601-1.000,101-500,49108 Manganeses de la Lampreana,Manganeses de la Lampreana,Zamora,49108,3025,2070,439,<500,478,"6,89","4,33","232,69","13,00","0,46",2910,115,"96,20"
2380,no,874,Menos de 1000 metros,601-1.000,1-100,16181 Rozalén del Monte,Rozalén del Monte,Cuenca,16181,372,268,54,<500,67,"6,89","4,00","124,00","3,00","0,39",372,0,"100,00"
6294,no,1107,Entre 1000 y 1499 metros,1.001-1.500,501-1000,42129 Navaleno,Navaleno,Soria,42129,5042,3899,732,500 – 1.999,769,"6,89","5,07","114,59","44,00","0,29",4916,126,"97,50"
1367,no,815,Menos de 1000 metros,601-1.000,101-500,09250 Pampliega,Pampliega,Burgos,09250,2004,445,291,<500,291,"6,89","1,53","1002,00","2,00","3,50",1088,916,"54,29"
5951,no,1237,Entre 1000 y 1499 metros,1.001-1.500,1-100,40093 Gallegos,Gallegos,Segovia,40093,640,104,93,<500,104,"6,88","1,00","182,86","3,50","5,15",640,0,"100,00"
2643,yes,18,Menos de 1000 metros,0-200,101-500,"17195 Tallada d'Empordà, La","Tallada d'Empordà, La",Girona,17195,3289,233,478,<500,463,"6,88","0,50","126,50","26,00","13,12",2791,498,"84,86"
850,yes,92,Menos de 1000 metros,0-200,10001-50000,07055 Santa Margalida,Santa Margalida,Illes Balears,07055,94657,74899,13757,10.000 – 49.999,12485,"6,88","6,00","20,98","4511,00","0,26",10589,84068,"11,19"
1535,no,841,Menos de 1000 metros,601-1.000,101-500,09483 Zazuar,Zazuar,Burgos,09483,1438,1576,209,<500,210,"6,88","7,50","479,33","3,00","-0,09",1438,0,"100,00"
2974,no,1257,Entre 1000 y 1499 metros,1.001-1.500,1-100,"19146 Huerce, La","Huerce, La",Guadalajara,19146,378,477,55,<500,51,"6,87","9,35",,"0,00","-0,21",378,0,"100,00"
6188,no,1008,Entre 1000 y 1499 metros,1.001-1.500,101-500,42006 Alconaba,Alconaba,Soria,42006,1367,403,199,<500,176,"6,87","2,29","1367,00","1,00","2,39",1218,149,"89,10"
1646,no,503,Menos de 1000 metros,201-600,101-500,10103 Jaraicejo,Jaraicejo,Cáceres,10103,2995,3008,436,<500,465,"6,87","6,47","499,17","6,00","0,00",2464,531,"82,27"
6629,no,1089,Entre 1000 y 1499 metros,1.001-1.500,1-100,44089 Cubla,Cubla,Teruel,44089,397,196,58,<500,58,"6,84","3,38","397,00","1,00","1,03",397,0,"100,00"
3313,no,536,Menos de 1000 metros,201-600,101-500,22001 Abiego,Abiego,Huesca,22001,1807,1850,264,<500,248,"6,84","7,46","361,40","5,00","-0,02",1136,671,"62,87"
2533,no,1134,Entre 1000 y 1499 metros,1.001-1.500,101-500,17078 Ger,Ger,Girona,17078,3377,12908,494,<500,448,"6,84","28,81","122,80","27,50","-0,74",2661,716,"78,80"
7334,no,766,Menos de 1000 metros,601-1.000,101-500,47078 Lomoviejo,Lomoviejo,Valladolid,47078,1100,277,161,<500,176,"6,83","1,57","1100,00","1,00","2,97",1100,0,"100,00"
219,yes,46,Menos de 1000 metros,0-200,10001-50000,03082 Xàbia/Jávea,Xàbia/Jávea,Alacant/Alicante,03082,205838,176874,30131,10.000 – 49.999,27604,"6,83","6,41","59,61","3453,00","0,16",132911,72927,"64,57"
5603,no,831,Menos de 1000 metros,601-1.000,101-500,37269 Robleda,Robleda,Salamanca,37269,3118,1947,457,<500,492,"6,82","3,96","1559,00","2,00","0,60",2664,454,"85,44"
5206,no,777,Menos de 1000 metros,601-1.000,1-100,34184 Torremormojón,Torremormojón,Palencia,34184,307,0,45,<500,44,"6,82",,,"0,00",No se puede calcular,307,0,"100,00"
1420,no,909,Menos de 1000 metros,601-1.000,101-500,09326 Rubena,Rubena,Burgos,09326,1480,2305,217,<500,191,"6,82","12,07","21,93","67,50","-0,36",0,1480,"0,00"
800,yes,99,Menos de 1000 metros,0-200,10001-50000,07005 Andratx,Andratx,Illes Balears,07005,82232,63818,12062,10.000 – 49.999,11271,"6,82","5,66","41,41","1986,00","0,29",7661,74571,"9,32"
4290,yes,21,Menos de 1000 metros,0-200,1001-5000,"27064 Vicedo, O","Vicedo, O",Lugo,27064,10805,11487,1589,500 – 1.999,1675,"6,80","6,86","118,09","91,50","-0,06",10084,721,"93,33"
3453,no,646,Menos de 1000 metros,601-1.000,101-500,"22187 Puebla de Castro, La","Puebla de Castro, La",Huesca,22187,2901,3460,427,<500,383,"6,79","9,03","46,79","62,00","-0,16",2369,532,"81,66"
5373,no,869,Menos de 1000 metros,601-1.000,101-500,37022 Aldeaseca de la Frontera,Aldeaseca de la Frontera,Salamanca,37022,1684,75,248,<500,261,"6,79","0,29","1684,00","1,00","21,45",1583,101,"94,00"
4056,no,638,Menos de 1000 metros,601-1.000,101-500,26003 Aguilar del Río Alhama,Aguilar del Río Alhama,La Rioja,26003,2891,2173,426,<500,460,"6,79","4,72","963,67","3,00","0,33",2810,81,"97,20"
4879,no,207,Menos de 1000 metros,201-600,501-1000,31259 Igantzi,Igantzi,Navarra,31259,4002,6044,591,500 – 1.999,639,"6,77","9,46","32,54","123,00","-0,34",1929,2073,"48,20"
7668,no,717,Menos de 1000 metros,601-1.000,101-500,49082 Fuentes de Ropel,Fuentes de Ropel,Zamora,49082,2441,130,361,<500,374,"6,76","0,35","187,77","13,00","17,78",2243,198,"91,89"
7796,no,782,Menos de 1000 metros,601-1.000,101-500,49225 Uña de Quintana,Uña de Quintana,Zamora,49225,818,1108,121,<500,133,"6,76","8,33","818,00","1,00","-0,26",818,0,"100,00"
3953,no,450,Menos de 1000 metros,201-600,101-500,25150 Oliola,Oliola,Lleida,25150,1325,1210,196,<500,197,"6,76","6,14","2650,00","0,50","0,10",907,418,"68,45"
1954,no,639,Menos de 1000 metros,601-1.000,501-1000,13006 Alcoba,Alcoba,Ciudad Real,13006,3831,1493,567,500 – 1.999,583,"6,76","2,56","225,35","17,00","1,57",3831,0,"100,00"
2785,yes,526,Menos de 1000 metros,201-600,101-500,18124 Lújar,Lújar,Granada,18124,3290,8429,487,<500,488,"6,76","17,27","470,00","7,00","-0,61",2275,1015,"69,15"
5253,no,845,Menos de 1000 metros,601-1.000,101-500,34903 Loma de Ucieza,Loma de Ucieza,Palencia,34903,1302,1355,193,<500,195,"6,75","6,95","1302,00","1,00","-0,04",1302,0,"100,00"
6702,no,543,Menos de 1000 metros,201-600,101-500,44172 Oliete,Oliete,Teruel,44172,2474,3475,367,<500,351,"6,74","9,90","123,70","20,00","-0,29",2474,0,"100,00"
4031,no,978,Menos de 1000 metros,601-1.000,501-1000,25245 Vilaller,Vilaller,Lleida,25245,3411,4518,506,500 – 1.999,561,"6,74","8,05","142,13","24,00","-0,25",2692,719,"78,92"
3474,no,819,Menos de 1000 metros,601-1.000,101-500,22215 Seira,Seira,Huesca,22215,984,2112,146,<500,148,"6,74","14,27","328,00","3,00","-0,53",880,104,"89,43"
6694,no,781,Menos de 1000 metros,601-1.000,501-1000,44161 Muniesa,Muniesa,Teruel,44161,3853,4428,572,500 – 1.999,583,"6,74","7,60","350,27","11,00","-0,13",3749,104,"97,30"
6851,no,558,Menos de 1000 metros,201-600,101-500,"45065 Estrella, La","Estrella, La",Toledo,45065,1794,2489,267,<500,225,"6,72","11,06","598,00","3,00","-0,28",1669,125,"93,03"
596,no,827,Menos de 1000 metros,601-1.000,101-500,05235 Sinlabajos,Sinlabajos,Ávila,05235,907,844,135,<500,142,"6,72","5,94","907,00","1,00","0,07",907,0,"100,00"
5620,no,831,Menos de 1000 metros,601-1.000,101-500,37286 San Martín del Castañar,San Martín del Castañar,Salamanca,37286,1572,859,234,<500,223,"6,72","3,85","76,68","20,50","0,83",1316,256,"83,72"
5190,no,818,Menos de 1000 metros,601-1.000,1-100,34163 San Mamés de Campos,San Mamés de Campos,Palencia,34163,329,0,49,<500,52,"6,71",,"329,00","1,00",No se puede calcular,103,226,"31,31"
3659,no,940,Menos de 1000 metros,601-1.000,101-500,24052 Cebanico,Cebanico,León,24052,960,471,143,<500,147,"6,71","3,20",,"0,00","1,04",858,102,"89,38"
3349,no,459,Menos de 1000 metros,201-600,1-100,22045 Baldellou,Baldellou,Huesca,22045,550,3279,82,<500,76,"6,71","43,14","110,00","5,00","-0,83",303,247,"55,09"
6226,no,1151,Entre 1000 y 1499 metros,1.001-1.500,101-500,42045 Cabrejas del Pinar,Cabrejas del Pinar,Soria,42045,2005,592,299,<500,347,"6,71","1,71","250,63","8,00","2,39",1819,186,"90,72"
6264,no,1091,Entre 1000 y 1499 metros,1.001-1.500,1-100,42089 Fuentelsaz de Soria,Fuentelsaz de Soria,Soria,42089,429,1517,64,<500,66,"6,70","22,98",,"0,00","-0,72",429,0,"100,00"
7652,no,1036,Entre 1000 y 1499 metros,1.001-1.500,101-500,49062 Espadañedo,Espadañedo,Zamora,49062,696,266,104,<500,107,"6,69","2,49",,"0,00","1,62",614,82,"88,22"
1539,no,596,Menos de 1000 metros,201-600,1001-5000,09903 Villarcayo de Merindad de Castilla la Vieja,Villarcayo de Merindad de Castilla la Vieja,Burgos,09903,27057,22023,4047,2.000 – 9.999,4097,"6,69","5,38","154,61","175,00","0,23",26195,862,"96,81"
5822,no,297,Menos de 1000 metros,201-600,1001-5000,39055 Potes,Potes,Cantabria,39055,9039,8381,1353,500 – 1.999,1343,"6,68","6,24","32,34","279,50","0,08",7466,1573,"82,60"
5088,no,783,Menos de 1000 metros,601-1.000,101-500,34034 Boadilla del Camino,Boadilla del Camino,Palencia,34034,761,285,114,<500,121,"6,68","2,36","117,08","6,50","1,67",648,113,"85,15"
594,no,1220,Entre 1000 y 1499 metros,1.001-1.500,101-500,05233 Serranillos,Serranillos,Ávila,05233,1681,2891,252,<500,247,"6,67","11,70","840,50","2,00","-0,42",1681,0,"100,00"
6695,no,1384,Entre 1000 y 1499 metros,1.001-1.500,101-500,44163 Noguera de Albarracín,Noguera de Albarracín,Teruel,44163,867,1316,130,<500,140,"6,67","9,40","578,00","1,50","-0,34",867,0,"100,00"
3387,no,367,Menos de 1000 metros,201-600,101-500,22088 Castillazuelo,Castillazuelo,Huesca,22088,1107,1035,166,<500,162,"6,67","6,39","369,00","3,00","0,07",868,239,"78,41"
3748,no,926,Menos de 1000 metros,601-1.000,501-1000,24151 Santa Colomba de Curueño,Santa Colomba de Curueño,León,24151,3378,902,507,500 – 1.999,479,"6,66","1,88","337,80","10,00","2,75",3235,143,"95,77"
4774,no,70,Menos de 1000 metros,0-200,1001-5000,31153 Lesaka,Lesaka,Navarra,31153,18071,13106,2716,2.000 – 9.999,2741,"6,65","4,78","236,22","76,50","0,38",7324,10747,"40,53"
6691,no,1038,Entre 1000 y 1499 metros,1.001-1.500,1001-5000,44158 Mora de Rubielos,Mora de Rubielos,Teruel,44158,10764,7588,1618,500 – 1.999,1548,"6,65","4,90","58,34","184,50","0,42",10398,366,"96,60"
2269,no,817,Menos de 1000 metros,601-1.000,101-500,16050 Cañaveras,Cañaveras,Cuenca,16050,1461,1784,220,<500,258,"6,64","6,91","487,00","3,00","-0,18",1461,0,"100,00"
7743,no,1211,Entre 1000 y 1499 metros,1.001-1.500,101-500,49162 Porto,Porto,Zamora,49162,1034,1262,156,<500,178,"6,63","7,09","689,33","1,50","-0,18",1034,0,"100,00"
3931,no,807,Menos de 1000 metros,601-1.000,101-500,25126 Llavorsí,Llavorsí,Lleida,25126,2227,3330,336,<500,352,"6,63","9,46","19,71","113,00","-0,33",1582,645,"71,04"
2642,no,816,Menos de 1000 metros,601-1.000,1-100,17194 Susqueda,Susqueda,Girona,17194,642,0,97,<500,101,"6,62",,"34,70","18,50",No se puede calcular,324,318,"50,47"
1900,no,490,Menos de 1000 metros,201-600,501-1000,12096 Rossell,Rossell,Castelló/Castellón,12096,5896,6564,892,500 – 1.999,937,"6,61","7,01","536,00","11,00","-0,10",5464,432,"92,67"
4525,no,630,Menos de 1000 metros,601-1.000,101-500,29052 Faraján,Faraján,Málaga,29052,1875,2728,284,<500,253,"6,60","10,78","750,00","2,50","-0,31",1532,343,"81,71"
1612,no,519,Menos de 1000 metros,201-600,501-1000,10068 Cuacos de Yuste,Cuacos de Yuste,Cáceres,10068,5473,3521,829,500 – 1.999,841,"6,60","4,19","127,28","43,00","0,55",5228,245,"95,52"
3382,no,467,Menos de 1000 metros,201-600,101-500,22083 Castejón de Monegros,Castejón de Monegros,Huesca,22083,3088,1444,468,<500,522,"6,60","2,77","2058,67","1,50","1,14",1567,1521,"50,74"
6637,no,834,Menos de 1000 metros,601-1.000,101-500,44100 Estercuel,Estercuel,Teruel,44100,1337,1657,203,<500,203,"6,59","8,16","116,26","11,50","-0,19",1213,124,"90,73"
2275,no,1243,Entre 1000 y 1499 metros,1.001-1.500,1-100,16057 Carrascosa,Carrascosa,Cuenca,16057,461,426,70,<500,70,"6,59","6,09","461,00","1,00","0,08",461,0,"100,00"
6930,no,751,Menos de 1000 metros,601-1.000,501-1000,"45144 Real de San Vicente, El","Real de San Vicente, El",Toledo,45144,6455,3290,981,500 – 1.999,922,"6,58","3,57","293,41","22,00","0,96",6316,139,"97,85"
8006,no,432,Menos de 1000 metros,201-600,101-500,50170 Monegrillo,Monegrillo,Zaragoza,50170,2498,1247,380,<500,405,"6,57","3,08","2498,00","1,00","1,00",2273,225,"90,99"
1527,no,776,Menos de 1000 metros,601-1.000,1-100,09467 Villaverde-Mogina,Villaverde-Mogina,Burgos,09467,493,1744,75,<500,74,"6,57","23,57","493,00","1,00","-0,72",214,279,"43,41"
429,no,755,Menos de 1000 metros,601-1.000,1001-5000,05057 Cebreros,Cebreros,Ávila,05057,21282,17160,3239,2.000 – 9.999,3120,"6,57","5,50","214,97","99,00","0,24",20776,506,"97,62"
2699,no,874,Menos de 1000 metros,601-1.000,501-1000,18020 Arenas del Rey,Arenas del Rey,Granada,18020,4006,1160,610,500 – 1.999,666,"6,57","1,74","71,54","56,00","2,45",3578,428,"89,32"
317,yes,716,Menos de 1000 metros,601-1.000,501-1000,04041 Enix,Enix,Almería,04041,3927,2802,598,500 – 1.999,466,"6,57","6,01","130,90","30,00","0,40",3128,799,"79,65"
6392,no,18,Menos de 1000 metros,0-200,501-1000,43025 Benifallet,Benifallet,Tarragona,43025,4712,1781,718,500 – 1.999,739,"6,56","2,41","95,19","49,50","1,65",1430,3282,"30,35"
1945,no,660,Menos de 1000 metros,601-1.000,101-500,12141 Zorita del Maestrazgo,Zorita del Maestrazgo,Castelló/Castellón,12141,728,925,111,<500,114,"6,56","8,11","728,00","1,00","-0,21",728,0,"100,00"
6343,no,1123,Entre 1000 y 1499 metros,1.001-1.500,101-500,42191 Valdeavellano de Tera,Valdeavellano de Tera,Soria,42191,1429,1806,218,<500,191,"6,56","9,46","66,47","21,50","-0,21",1295,134,"90,62"
8114,no,596,Menos de 1000 metros,201-600,1-100,50279 Velilla de Jiloca,Velilla de Jiloca,Zaragoza,50279,485,0,74,<500,87,"6,55",,"485,00","1,00",No se puede calcular,485,0,"100,00"
2656,no,359,Menos de 1000 metros,201-600,1001-5000,"17208 Vall de Bianya, La","Vall de Bianya, La",Girona,17208,8844,3806,1350,500 – 1.999,1264,"6,55","3,01","57,43","154,00","1,32",7099,1745,"80,27"
5091,no,942,Menos de 1000 metros,601-1.000,101-500,34037 Buenavista de Valdavia,Buenavista de Valdavia,Palencia,34037,1938,1589,296,<500,245,"6,55","6,49","969,00","2,00","0,22",1732,206,"89,37"
5611,no,904,Menos de 1000 metros,601-1.000,1-100,37277 Salvatierra de Tormes,Salvatierra de Tormes,Salamanca,37277,471,0,72,<500,79,"6,54",,"47,10","10,00",No se puede calcular,375,96,"79,62"
3948,no,611,Menos de 1000 metros,601-1.000,1-100,25143 Montornès de Segarra,Montornès de Segarra,Lleida,25143,575,127,88,<500,100,"6,53","1,27",,"0,00","3,53",575,0,"100,00"
7699,no,874,Menos de 1000 metros,601-1.000,101-500,49115 Mayalde,Mayalde,Zamora,49115,992,684,152,<500,182,"6,53","3,76",,"0,00","0,45",902,90,"90,93"
6476,no,362,Menos de 1000 metros,201-600,101-500,"43110 Pobla de Massaluca, La","Pobla de Massaluca, La",Tarragona,43110,2241,1969,344,<500,318,"6,51","6,19","106,71","21,00","0,14",1915,326,"85,45"
4060,no,348,Menos de 1000 metros,201-600,501-1000,26007 Alcanadre,Alcanadre,La Rioja,26007,4214,4894,647,500 – 1.999,643,"6,51","7,61","131,69","32,00","-0,14",4012,202,"95,21"
3873,no,449,Menos de 1000 metros,201-600,101-500,25055 Biosca,Biosca,Lleida,25055,1145,1172,176,<500,176,"6,51","6,66","381,67","3,00","-0,02",893,252,"77,99"
1299,no,1049,Entre 1000 y 1499 metros,1.001-1.500,501-1000,09163 Hontoria del Pinar,Hontoria del Pinar,Burgos,09163,3968,3814,610,500 – 1.999,661,"6,50","5,77","440,89","9,00","0,04",3824,144,"96,37"
1482,no,860,Menos de 1000 metros,601-1.000,101-500,09411 Valle de Oca,Valle de Oca,Burgos,09411,1060,346,163,<500,163,"6,50","2,12","530,00","2,00","2,06",547,513,"51,60"
1925,no,264,Menos de 1000 metros,201-600,1001-5000,12121 Traiguera,Traiguera,Castelló/Castellón,12121,8451,1681,1300,500 – 1.999,1378,"6,50","1,22","301,82","28,00","4,03",6988,1463,"82,69"
452,no,678,Menos de 1000 metros,601-1.000,501-1000,05082 Gavilanes,Gavilanes,Ávila,05082,3437,2720,529,500 – 1.999,586,"6,50","4,64","176,26","19,50","0,26",3347,90,"97,38"
3380,no,559,Menos de 1000 metros,201-600,101-500,22081 Casbas de Huesca,Casbas de Huesca,Huesca,22081,1897,1829,292,<500,270,"6,50","6,77","172,45","11,00","0,04",940,957,"49,55"
6322,no,1074,Entre 1000 y 1499 metros,1.001-1.500,501-1000,42165 San Pedro Manrique,San Pedro Manrique,Soria,42165,4018,2301,619,500 – 1.999,620,"6,49","3,71","321,44","12,50","0,75",3891,127,"96,84"
3922,no,661,Menos de 1000 metros,601-1.000,1001-5000,25115 Isona i Conca Dellà,Isona i Conca Dellà,Lleida,25115,6783,5165,1046,500 – 1.999,1019,"6,48","5,07","357,00","19,00","0,31",6265,518,"92,36"
6588,no,1004,Entre 1000 y 1499 metros,1.001-1.500,101-500,44039 Bello,Bello,Teruel,44039,1381,1812,213,<500,224,"6,48","8,09","197,29","7,00","-0,24",1381,0,"100,00"
5409,no,959,Menos de 1000 metros,601-1.000,101-500,"37061 Cabaco, El","Cabaco, El",Salamanca,37061,1458,270,225,<500,221,"6,48","1,22","104,14","14,00","4,40",1345,113,"92,25"
7216,no,80,Menos de 1000 metros,0-200,101-500,46225 Sellent,Sellent,València/Valencia,46225,2477,302,383,<500,389,"6,47","0,78","450,36","5,50","7,20",2091,386,"84,42"
