Orden,Nombre,Frecuencia,Edad Media (*),sexo
19440,FRANKLIN GEOVANNY,33 ,"37,3",Hombres
19454,GABRIEL ROBERTO,33 ,"37,3",Hombres
19846,DARIO FABIAN,32 ,"37,3",Hombres
19960,JABBAR,32 ,"37,3",Hombres
20294,ALONSO ENRIQUE,31 ,"37,3",Hombres
20813,ABEL DARIO,30 ,"37,3",Hombres
21172,MAKHA,30 ,"37,3",Hombres
21345,YONIER,30 ,"37,3",Hombres
22042,ANDRES ISRAEL,28 ,"37,3",Hombres
22150,EDUARDO ISAAC,28 ,"37,3",Hombres
22301,JESUS JONAY,28 ,"37,3",Hombres
22421,MATEO RAMON,28 ,"37,3",Hombres
23382,AMBIORIX,26 ,"37,3",Hombres
23549,EZEQUIEL IGNACIO,26 ,"37,3",Hombres
23789,MIGUEL BORJA,26 ,"37,3",Hombres
24137,BORJA JUAN,25 ,"37,3",Hombres
24174,CHRISTIAN ARTURO,25 ,"37,3",Hombres
25257,JOHN LUIS,24 ,"37,3",Hombres
25649,YORDANYS,24 ,"37,3",Hombres
26098,JIMMY ALFREDO,23 ,"37,3",Hombres
26272,MIGEL,23 ,"37,3",Hombres
27068,JONADAB,22 ,"37,3",Hombres
27155,LO,22 ,"37,3",Hombres
27500,YUJIAN,22 ,"37,3",Hombres
27740,DIEGO FERMIN,21 ,"37,3",Hombres
28437,VICTOR DANILO,21 ,"37,3",Hombres
29103,JEFTE,20 ,"37,3",Hombres
29418,NICOLAS PHILIPPE,20 ,"37,3",Hombres
266,MERITXELL,10.714 ,"37,3",Mujer
539,HAYAT,4.120 ,"37,3",Mujer
2288,KATYA,486 ,"37,3",Mujer
2349,PERLA,467 ,"37,3",Mujer
2863,JESICA MARIA,349 ,"37,3",Mujer
3952,HEIDY,225 ,"37,3",Mujer
4120,NICOLETTA,214 ,"37,3",Mujer
4645,GABRIELA CARMEN,182 ,"37,3",Mujer
5146,INGRID CAROLINA,160 ,"37,3",Mujer
5243,ANDREA CECILIA,156 ,"37,3",Mujer
5655,NOELIA ISABEL,142 ,"37,3",Mujer
5802,MADELINE,138 ,"37,3",Mujer
5943,DIANELYS,134 ,"37,3",Mujer
6334,CARLA VANESSA,124 ,"37,3",Mujer
6335,CLAUDIA TERESA,124 ,"37,3",Mujer
6411,ANGELIQUE,122 ,"37,3",Mujer
6673,HADIYA,116 ,"37,3",Mujer
7499,XIAOQING,101 ,"37,3",Mujer
7670,NOELIA BEATRIZ,98 ,"37,3",Mujer
7714,KAHINA,97 ,"37,3",Mujer
7862,MAGATTE,95 ,"37,3",Mujer
9959,NICOLETA ELENA,71 ,"37,3",Mujer
12240,GUISELA,55 ,"37,3",Mujer
12318,MIHAELA CLAUDIA,55 ,"37,3",Mujer
12993,MONALISA,52 ,"37,3",Mujer
13336,ERIKA LILIANA,50 ,"37,3",Mujer
13911,MARTHA GABRIELA,48 ,"37,3",Mujer
14013,ANGELICA ELIZABETH,47 ,"37,3",Mujer
14791,OLAYA MARIA,45 ,"37,3",Mujer
15524,ANDREA JOHANNA,42 ,"37,3",Mujer
16651,GABRIELA NATALIA,39 ,"37,3",Mujer
16977,CLAUDIA CATALINA,38 ,"37,3",Mujer
17195,PALWINDER,38 ,"37,3",Mujer
18300,DANIELA NATALIA,35 ,"37,3",Mujer
18426,KARLA YESENIA,35 ,"37,3",Mujer
19182,ANA ERIKA,33 ,"37,3",Mujer
19350,JANKA,33 ,"37,3",Mujer
19853,GISELA ELIZABETH,32 ,"37,3",Mujer
20133,SARA VANESA,32 ,"37,3",Mujer
20172,TINATINI,32 ,"37,3",Mujer
20361,DUNIA LIZETH,31 ,"37,3",Mujer
20474,JESSICA MARGARITA,31 ,"37,3",Mujer
20688,PAOLA VIRGINIA,31 ,"37,3",Mujer
20767,TANIA KARINA,31 ,"37,3",Mujer
21074,IRIS CRISTINA,30 ,"37,3",Mujer
21414,VERONICA TATIANA,30 ,"37,3",Mujer
22145,ANCUTA MIHAELA,28 ,"37,3",Mujer
23680,CARLA EUGENIA,26 ,"37,3",Mujer
23756,DIANA RAMONA,26 ,"37,3",Mujer
23841,GEMA MARINA,26 ,"37,3",Mujer
23965,KARLA MARGARITA,26 ,"37,3",Mujer
24.562,CELINE MARIE,25 ,"37,3",Mujer
25.299,ALEJANDRA LETICIA,24 ,"37,3",Mujer
25.302,ALEJANDRA VANESA,24 ,"37,3",Mujer
25.481,DAISY PATRICIA,24 ,"37,3",Mujer
25.485,DANIELA MARINELA,24 ,"37,3",Mujer
25.730,KATHERINE MARIE,24 ,"37,3",Mujer
26.467,EMMA SUSANA,23 ,"37,3",Mujer
26.539,GLADYS KARINA,23 ,"37,3",Mujer
27.159,VERONICA MAR,23 ,"37,3",Mujer
27.470,DANAYS,22 ,"37,3",Mujer
28.326,YORLENY,22 ,"37,3",Mujer
28.465,ANURADHA,21 ,"37,3",Mujer
28.576,CINTHIA PATRICIA,21 ,"37,3",Mujer
28.929,JULIANA VICTORIA,21 ,"37,3",Mujer
29.706,ANA FRANCIS,20 ,"37,3",Mujer
29.828,CARMEN LARA,20 ,"37,3",Mujer
30.585,NICOLETA MARINELA,20 ,"37,3",Mujer
30.731,SHARON ROSE,20 ,"37,3",Mujer
30.825,VICTORIA AGUSTINA,20 ,"37,3",Mujer
1895,DJIBRIL,629 ,"37,2",Hombres
2188,DAVID MIGUEL,515 ,"37,2",Hombres
2808,JAVIER DAVID,361 ,"37,2",Hombres
2942,FELIPE ANDRES,340 ,"37,2",Hombres
3308,MUDASSAR,294 ,"37,2",Hombres
3911,MOUSTAFA,239 ,"37,2",Hombres
4272,DAVID ISRAEL,213 ,"37,2",Hombres
6446,DAMIANO,129 ,"37,2",Hombres
6564,RAYCO JESUS,127 ,"37,2",Hombres
7174,CHARIF,114 ,"37,2",Hombres
7339,JAVIER SEBASTIAN,111 ,"37,2",Hombres
8102,ADRIAN MARIUS,97 ,"37,2",Hombres
8110,CESAR LEONARDO,97 ,"37,2",Hombres
8248,ELHADJI MALICK,95 ,"37,2",Hombres
8572,MORO,91 ,"37,2",Hombres
9009,ATMANE,85 ,"37,2",Hombres
9335,DIEGO GONZALO,81 ,"37,2",Hombres
9416,ALEXIS RAFAEL,80 ,"37,2",Hombres
9513,ALEJANDRO DAMIAN,79 ,"37,2",Hombres
10010,ADRIAN CARLOS,74 ,"37,2",Hombres
10154,FABIAN MAURICIO,73 ,"37,2",Hombres
10237,AMIDOU,72 ,"37,2",Hombres
10459,YOANDY,71 ,"37,2",Hombres
11358,GUEYE,64 ,"37,2",Hombres
11564,RUBEN RAFAEL,63 ,"37,2",Hombres
14029,ABDERRAFIK,49 ,"37,2",Hombres
14082,DIONISIE,49 ,"37,2",Hombres
14096,ESTEVAN,49 ,"37,2",Hombres
14452,MEDIR,48 ,"37,2",Hombres
14668,JOHN JAVIER,47 ,"37,2",Hombres
14688,LEANDRO DAMIAN,47 ,"37,2",Hombres
15006,MICHAEL DOUGLAS,46 ,"37,2",Hombres
15437,CHRISTIAN DARIO,44 ,"37,2",Hombres
16278,ALAN MARTIN,41 ,"37,2",Hombres
17067,HENRY LEONARDO,39 ,"37,2",Hombres
17541,NELSON ARIEL,38 ,"37,2",Hombres
18282,MAXIMILIANO ANTONIO,36 ,"37,2",Hombres
19376,DAN ADRIAN,33 ,"37,2",Hombres
19981,JIANYU,32 ,"37,2",Hombres
20427,FEDERICO DAMIAN,31 ,"37,2",Hombres
20621,MAURICIO ERNESTO,31 ,"37,2",Hombres
21499,DIONE,29 ,"37,2",Hombres
21625,IBO,29 ,"37,2",Hombres
21643,IULIAN VASILE,29 ,"37,2",Hombres
21752,LUCIAN DANIEL,29 ,"37,2",Hombres
22699,ARNALDO RAMON,27 ,"37,2",Hombres
23077,LUIS CHRISTIAN,27 ,"37,2",Hombres
23915,SAMA,26 ,"37,2",Hombres
23938,SHEHZAD,26 ,"37,2",Hombres
24159,CARLOS LENIN,25 ,"37,2",Hombres
25321,LEANDRO FEDERICO,24 ,"37,2",Hombres
25758,BAYARDO JOSE,23 ,"37,2",Hombres
25950,FRANKLIN MIGUEL,23 ,"37,2",Hombres
26151,JUBAL,23 ,"37,2",Hombres
26291,MOHAMED ABDERRAHMANE,23 ,"37,2",Hombres
26365,PEDRO CRISTIAN,23 ,"37,2",Hombres
26907,GEOVANE,22 ,"37,2",Hombres
28750,DARWIN MARCELO,20 ,"37,2",Hombres
29045,IONUT EUGEN,20 ,"37,2",Hombres
29588,SATWANT,20 ,"37,2",Hombres
38,PATRICIA,112.441 ,"37,2",Mujer
354,LAURA MARIA,7.351 ,"37,2",Mujer
1142,TANIA MARIA,1.484 ,"37,2",Mujer
1258,LAURA ISABEL,1.263 ,"37,2",Mujer
1699,ANA KARINA,786 ,"37,2",Mujer
1949,IULIA,630 ,"37,2",Mujer
2240,ANDREINA,498 ,"37,2",Mujer
2459,CHADIA,436 ,"37,2",Mujer
2471,TATIANA MARIA,434 ,"37,2",Mujer
2840,BETSABE,353 ,"37,2",Mujer
3622,TRACY,254 ,"37,2",Mujer
3734,SARA BEATRIZ,243 ,"37,2",Mujer
4224,DANIELA ELENA,208 ,"37,2",Mujer
5008,GEMA ROCIO,166 ,"37,2",Mujer
5076,ERIKA CARMEN,163 ,"37,2",Mujer
5353,ANDREA LORENA,152 ,"37,2",Mujer
6111,ROMINA SOLEDAD,130 ,"37,2",Mujer
6522,LIRIOS,120 ,"37,2",Mujer
7100,EVA ELENA,107 ,"37,2",Mujer
7325,ALINA DANIELA,103 ,"37,2",Mujer
7517,FOUZIYA,100 ,"37,2",Mujer
7932,ISABEL MAR,94 ,"37,2",Mujer
7960,SIHEM,94 ,"37,2",Mujer
8655,ALINA MARIANA,84 ,"37,2",Mujer
8871,ALINA IONELA,81 ,"37,2",Mujer
9450,XIMENA ANDREA,76 ,"37,2",Mujer
10357,ALBA ESPERANZA,67 ,"37,2",Mujer
10491,ALEJANDRA NOEMI,66 ,"37,2",Mujer
10980,MIHAELA FLORENTINA,63 ,"37,2",Mujer
10987,MONICA TATIANA,63 ,"37,2",Mujer
12257,JESSICA LILIANA,55 ,"37,2",Mujer
12262,JONALYN,55 ,"37,2",Mujer
12330,NOELIA RAQUEL,55 ,"37,2",Mujer
12412,ASIMA,54 ,"37,2",Mujer
13120,FLAVIA ANDREA,51 ,"37,2",Mujer
13212,NOUHAD,51 ,"37,2",Mujer
13700,ROCIO MARIBEL,49 ,"37,2",Mujer
14263,ZORAIMA,47 ,"37,2",Mujer
14384,ISHRAT,46 ,"37,2",Mujer
14654,EBA,45 ,"37,2",Mujer
14793,OUASIMA,45 ,"37,2",Mujer
15107,RADYA,44 ,"37,2",Mujer
15317,KARLA VANESA,43 ,"37,2",Mujer
15516,ALICIA ANDREA,42 ,"37,2",Mujer
16343,KARINA FERNANDA,40 ,"37,2",Mujer
16684,JOANA CARMEN,39 ,"37,2",Mujer
17022,FABIANA CRISTINA,38 ,"37,2",Mujer
17725,YLIANA,37 ,"37,2",Mujer
18525,MONICA IOANA,35 ,"37,2",Mujer
18911,LARA PATRICIA,34 ,"37,2",Mujer
19439,MAN,33 ,"37,2",Mujer
19557,RASHMI,33 ,"37,2",Mujer
19620,TANIA VERONICA,33 ,"37,2",Mujer
20089,PAULA LILIANA,32 ,"37,2",Mujer
20128,SANELA,32 ,"37,2",Mujer
20204,YOHANA ANDREA,32 ,"37,2",Mujer
20472,JEMINA,31 ,"37,2",Mujer
21844,MARIA KAREN,29 ,"37,2",Mujer
21865,MARILY,29 ,"37,2",Mujer
21907,MIRELA GABRIELA,29 ,"37,2",Mujer
21979,RITA SOFIA,29 ,"37,2",Mujer
23058,GABRIELA LOREDANA,27 ,"37,2",Mujer
23720,CLAUDIA YADIRA,26 ,"37,2",Mujer
24.075,MARIA MELANIE,26 ,"37,2",Mujer
24.179,NELBA,26 ,"37,2",Mujer
24.615,ELENA VANESSA,25 ,"37,2",Mujer
24.783,JOHANNA MARITZA,25 ,"37,2",Mujer
24.873,LOURDES NATALIA,25 ,"37,2",Mujer
25.724,KARINA VICTORIA,24 ,"37,2",Mujer
26.052,SHABA,24 ,"37,2",Mujer
26.645,JOHANNA JACQUELINE,23 ,"37,2",Mujer
26.865,MENA,23 ,"37,2",Mujer
26.927,NATALIA MANUELA,23 ,"37,2",Mujer
26.988,PEILING,23 ,"37,2",Mujer
28.000,MIRELA IONELA,22 ,"37,2",Mujer
28.462,ANTONIA ALEJANDRA,21 ,"37,2",Mujer
28.629,DEGUENE,21 ,"37,2",Mujer
29.161,MARIANA FLORINA,21 ,"37,2",Mujer
30.159,JIMENA BEATRIZ,20 ,"37,2",Mujer
30.229,KIRSTY LOUISE,20 ,"37,2",Mujer
30.360,MARCIA ALEJANDRA,20 ,"37,2",Mujer
30.606,OANA LOREDANA,20 ,"37,2",Mujer
61,GABRIEL,73.655 ,"37,1",Hombres
1657,ABDELJALIL,763 ,"37,1",Hombres
3273,DAVID RAFAEL,298 ,"37,1",Hombres
3651,SANTIAGO ENRIQUE,260 ,"37,1",Hombres
3874,GORAN,241 ,"37,1",Hombres
4536,OSCAR JULIAN,197 ,"37,1",Hombres
4551,LUIS NICOLAS,196 ,"37,1",Hombres
5125,CHAO,169 ,"37,1",Hombres
5385,IOAN DANIEL,160 ,"37,1",Hombres
5694,FLORIN CRISTIAN,149 ,"37,1",Hombres
6102,MARTIN DAVID,138 ,"37,1",Hombres
6127,FOUSSEYNI,137 ,"37,1",Hombres
6780,ALONSO JAVIER,122 ,"37,1",Hombres
7822,KABA,102 ,"37,1",Hombres
7899,MAMA,101 ,"37,1",Hombres
8533,CHRISTIAN OMAR,91 ,"37,1",Hombres
8583,ROBERT ANTONIO,91 ,"37,1",Hombres
8641,GONZALO ALEJANDRO,90 ,"37,1",Hombres
9231,ABDELJABAR,82 ,"37,1",Hombres
9503,TOMAS GABRIEL,80 ,"37,1",Hombres
9625,CRISTIAN RODRIGO,78 ,"37,1",Hombres
9864,JULIAN DANIEL,76 ,"37,1",Hombres
10160,GERARDO DAVID,73 ,"37,1",Hombres
11032,ARGENIS,66 ,"37,1",Hombres
11058,FERNANDO XAVIER,66 ,"37,1",Hombres
11069,IVAN ALFREDO,66 ,"37,1",Hombres
11357,GINES DAVID,64 ,"37,1",Hombres
12074,YOANDRY,60 ,"37,1",Hombres
12155,JAVIER MATIAS,59 ,"37,1",Hombres
12409,ADRIAN COSMIN,57 ,"37,1",Hombres
12438,CHEICKNA,57 ,"37,1",Hombres
12727,MAXIMILIANO JAVIER,56 ,"37,1",Hombres
13005,CARLOS PAUL,54 ,"37,1",Hombres
13406,ALVARO PABLO,52 ,"37,1",Hombres
13558,STILIYAN,52 ,"37,1",Hombres
13595,ALPHOUSSEYNI,51 ,"37,1",Hombres
13617,BAYE,51 ,"37,1",Hombres
14079,DIARRA,49 ,"37,1",Hombres
14810,ALBERTO ADRIAN,46 ,"37,1",Hombres
14856,CONSTANTIN ALIN,46 ,"37,1",Hombres
15683,ANGEL ALONSO,43 ,"37,1",Hombres
15919,SECK,43 ,"37,1",Hombres
15925,SPARTAK,43 ,"37,1",Hombres
15996,CHEIKHNA,42 ,"37,1",Hombres
16008,DANIEL IONEL,42 ,"37,1",Hombres
17040,FERNANDO MATEO,39 ,"37,1",Hombres
17328,BEMBA,38 ,"37,1",Hombres
17356,CRISTIAN GONZALO,38 ,"37,1",Hombres
17365,DANIEL PATRICIO,38 ,"37,1",Hombres
17543,NELSON GEOVANNY,38 ,"37,1",Hombres
18284,MICHAEL JONATHAN,36 ,"37,1",Hombres
18290,MOHCEN,36 ,"37,1",Hombres
18715,RAJA MUHAMMAD,35 ,"37,1",Hombres
18821,ALBI,34 ,"37,1",Hombres
19262,YUBIN,34 ,"37,1",Hombres
19318,ANTONIN,33 ,"37,1",Hombres
19476,HENRY FABIAN,33 ,"37,1",Hombres
20607,MARIAN IULIAN,31 ,"37,1",Hombres
20989,ESTEBAN DAMIAN,30 ,"37,1",Hombres
21105,JOAN ORIOL,30 ,"37,1",Hombres
21459,CIPRIAN ADRIAN,29 ,"37,1",Hombres
21516,EDGAR OMAR,29 ,"37,1",Hombres
22102,CHRISTIAN GIOVANNI,28 ,"37,1",Hombres
22626,ABDENASSAR,27 ,"37,1",Hombres
22956,IVAN MARIANO,27 ,"37,1",Hombres
23135,MOHAMED YAHDIH,27 ,"37,1",Hombres
24339,GUILLERMO RODRIGO,25 ,"37,1",Hombres
24348,HAFIZ,25 ,"37,1",Hombres
24397,JACOBO MIGUEL,25 ,"37,1",Hombres
24432,JOHN EDWAR,25 ,"37,1",Hombres
24633,NICOLAE CLAUDIU,25 ,"37,1",Hombres
24656,OVIDIU ALEXANDRU,25 ,"37,1",Hombres
25048,EDISON MIGUEL,24 ,"37,1",Hombres
25765,BIKRAM,23 ,"37,1",Hombres
26344,OSAZEE,23 ,"37,1",Hombres
26513,VICTOR MANEL,23 ,"37,1",Hombres
28921,FREDY DAVID,20 ,"37,1",Hombres
28953,GERSON ENRIQUE,20 ,"37,1",Hombres
247,JOANA,12.771 ,"37,1",Mujer
509,MIREN,4.434 ,"37,1",Mujer
2552,ALINA MARIA,413 ,"37,1",Mujer
3808,LADY JOHANNA,236 ,"37,1",Mujer
3970,MERI,224 ,"37,1",Mujer
4035,GINA PAOLA,219 ,"37,1",Mujer
4945,JEMIMA,169 ,"37,1",Mujer
5410,LUCIA CRISTINA,150 ,"37,1",Mujer
5496,HAJA,147 ,"37,1",Mujer
5695,MARTA ALEJANDRA,141 ,"37,1",Mujer
5741,NOELIA PILAR,140 ,"37,1",Mujer
5958,MARIA LIZ,134 ,"37,1",Mujer
6602,PAMELA ANDREA,118 ,"37,1",Mujer
7125,MONICA PAOLA,107 ,"37,1",Mujer
7234,MARIA SELENE,105 ,"37,1",Mujer
8650,WENDY MARIA,85 ,"37,1",Mujer
8713,PAULA CECILIA,84 ,"37,1",Mujer
8898,IOANA MIHAELA,81 ,"37,1",Mujer
9815,HARDEEP,72 ,"37,1",Mujer
9968,RUXANDRA,71 ,"37,1",Mujer
10023,DIANA MARIBEL,70 ,"37,1",Mujer
10227,VANESA ALEJANDRA,69 ,"37,1",Mujer
11058,ELIZABETH ALEXANDRA,62 ,"37,1",Mujer
11729,KARINA SOLEDAD,58 ,"37,1",Mujer
12189,ANGELA VANESSA,55 ,"37,1",Mujer
13872,LIANA MARIA,48 ,"37,1",Mujer
14037,CAROLINA FERNANDA,47 ,"37,1",Mujer
14893,ANDREA CARLA,44 ,"37,1",Mujer
15376,MARINA GABRIELA,43 ,"37,1",Mujer
15492,XIAOLIN,43 ,"37,1",Mujer
16106,RESHMA,41 ,"37,1",Mujer
16237,CARMEN GADOR,40 ,"37,1",Mujer
16254,CLAUDIA EMILIA,40 ,"37,1",Mujer
16367,LUCIA ANGELICA,40 ,"37,1",Mujer
17171,NATALIA KARINA,38 ,"37,1",Mujer
17193,OZLEM,38 ,"37,1",Mujer
17502,KAMALIA,37 ,"37,1",Mujer
18169,XIAOWEN,36 ,"37,1",Mujer
18853,ILDARA,34 ,"37,1",Mujer
18963,MARIA IZABEL,34 ,"37,1",Mujer
19812,ELISA CAROLINA,32 ,"37,1",Mujer
21637,EMILIA GABRIELA,29 ,"37,1",Mujer
22636,NINIVE,28 ,"37,1",Mujer
23090,HELENA BEATRIZ,27 ,"37,1",Mujer
23345,OANA NICOLETA,27 ,"37,1",Mujer
23577,ALEJANDRA PAULA,26 ,"37,1",Mujer
24.246,RODE,26 ,"37,1",Mujer
26.146,YALING,24 ,"37,1",Mujer
26.589,IOANA ANCUTA,23 ,"37,1",Mujer
27.403,CAMELIA GABRIELA,22 ,"37,1",Mujer
27.726,JHANET,22 ,"37,1",Mujer
28.203,SILVIA MIHAELA,22 ,"37,1",Mujer
28.320,YOJANA,22 ,"37,1",Mujer
28.329,YUDY MARCELA,22 ,"37,1",Mujer
28.380,ALEJANDRA NOELIA,21 ,"37,1",Mujer
29.878,CRISTINA ESMERALDA,20 ,"37,1",Mujer
30.863,YAIZA DOLORES,20 ,"37,1",Mujer
387,MAMADOU,5.415 ,"37,0",Hombres
645,JAOUAD,2.769 ,"37,0",Hombres
1115,HAKIM,1.286 ,"37,0",Hombres
1375,FABRIZIO,966 ,"37,0",Hombres
2076,ASER,555 ,"37,0",Hombres
2411,EDDY,452 ,"37,0",Hombres
2441,PABLO SEBASTIAN,444 ,"37,0",Hombres
2810,JORGE GABRIEL,361 ,"37,0",Hombres
3579,ANDRES IGNACIO,266 ,"37,0",Hombres
3628,EDGAR ALEXANDER,261 ,"37,0",Hombres
3674,RICHARD ALEXANDER,258 ,"37,0",Hombres
3917,SERGIO GABRIEL,239 ,"37,0",Hombres
3996,IVAN JAVIER,232 ,"37,0",Hombres
4026,ALEJANDRO MARTIN,230 ,"37,0",Hombres
4054,JUAN RODRIGO,228 ,"37,0",Hombres
4349,HAMADY,208 ,"37,0",Hombres
4423,LUKASZ,204 ,"37,0",Hombres
4774,FEDERICO MARTIN,184 ,"37,0",Hombres
4925,ALONSO JOSE,177 ,"37,0",Hombres
4957,CRISTIAN ARIEL,176 ,"37,0",Hombres
5327,LESTER,162 ,"37,0",Hombres
6812,ADRIAN NICOLAE,121 ,"37,0",Hombres
6946,JOHN EDISON,119 ,"37,0",Hombres
7044,IVAN RAFAEL,117 ,"37,0",Hombres
8049,DANIEL VASILE,98 ,"37,0",Hombres
8078,LIMBER,98 ,"37,0",Hombres
8233,ABDOURAHAMANE,95 ,"37,0",Hombres
8311,AMATH,94 ,"37,0",Hombres
8535,DIEGO EMILIO,91 ,"37,0",Hombres
8546,GUSTAVO ALONSO,91 ,"37,0",Hombres
9044,MARVIN ANTONIO,85 ,"37,0",Hombres
9445,FRANCISCO ABRAHAM,80 ,"37,0",Hombres
9919,CESAR RODRIGO,75 ,"37,0",Hombres
10224,TSVETELIN,73 ,"37,0",Hombres
10390,JONATAN MANUEL,71 ,"37,0",Hombres
10475,ALEKSI,70 ,"37,0",Hombres
11352,FLORIN CONSTANTIN,64 ,"37,0",Hombres
11413,RUBEN SANTIAGO,64 ,"37,0",Hombres
12076,YOSBEL,60 ,"37,0",Hombres
12154,JAMEL,59 ,"37,0",Hombres
12182,LIU,59 ,"37,0",Hombres
12215,RANJEET,59 ,"37,0",Hombres
12641,DANIEL HERNAN,56 ,"37,0",Hombres
12893,LEONEL JOSE,55 ,"37,0",Hombres
13218,CRISTOBAL IGNACIO,53 ,"37,0",Hombres
14571,BYRON JOSE,47 ,"37,0",Hombres
15154,EDISON GEOVANNY,45 ,"37,0",Hombres
15245,JOSELIN,45 ,"37,0",Hombres
15578,MATTHEW THOMAS,44 ,"37,0",Hombres
15631,SANTIAGO VALENTIN,44 ,"37,0",Hombres
16001,COSMIN VASILE,42 ,"37,0",Hombres
16342,CRISTIAN GUSTAVO,41 ,"37,0",Hombres
16360,DIEGO HUMBERTO,41 ,"37,0",Hombres
16527,OVIDIU GABRIEL,41 ,"37,0",Hombres
17485,JULIAN ALEXIS,38 ,"37,0",Hombres
18175,JAIRO LUIS,36 ,"37,0",Hombres
18950,FAYÇAL,34 ,"37,0",Hombres
19113,MARTIN ALEXIS,34 ,"37,0",Hombres
19209,SEBASTIAN RAUL,34 ,"37,0",Hombres
19959,IVAN FEDERICO,32 ,"37,0",Hombres
20582,LING,31 ,"37,0",Hombres
20689,REIDEL,31 ,"37,0",Hombres
21193,MARLON IVAN,30 ,"37,0",Hombres
21209,MICHELLE,30 ,"37,0",Hombres
21291,SALI,30 ,"37,0",Hombres
22279,ISSAGA,28 ,"37,0",Hombres
23343,ABEL ERNESTO,26 ,"37,0",Hombres
23421,BASILE,26 ,"37,0",Hombres
23701,JOSEPH ANDREW,26 ,"37,0",Hombres
24113,ASAF,25 ,"37,0",Hombres
25016,DANIEL BORJA,24 ,"37,0",Hombres
25058,EL HADJI MAMADOU,24 ,"37,0",Hombres
25563,SHAHRIAR,24 ,"37,0",Hombres
25880,EDWARD MANUEL,23 ,"37,0",Hombres
25972,GOIZEDER,23 ,"37,0",Hombres
26404,REVAZI,23 ,"37,0",Hombres
27270,NGUYEN,22 ,"37,0",Hombres
27485,YADWINDER,22 ,"37,0",Hombres
27799,ERJON,21 ,"37,0",Hombres
27816,FACUNDO JESUS,21 ,"37,0",Hombres
28080,KANGWEI,21 ,"37,0",Hombres
28863,ERWIN ALEXANDER,20 ,"37,0",Hombres
29116,JHONY JOSE,20 ,"37,0",Hombres
71,CAROLINA,68.976 ,"37,0",Mujer
411,HANANE,5.979 ,"37,0",Mujer
619,ANA LUCIA,3.412 ,"37,0",Mujer
1319,JAQUELINE,1.179 ,"37,0",Mujer
2133,DEVORA,538 ,"37,0",Mujer
2942,OANA,339 ,"37,0",Mujer
3673,GABRIELA FERNANDA,249 ,"37,0",Mujer
3990,FATIMETOU,222 ,"37,0",Mujer
4508,JOHANNA ANDREA,191 ,"37,0",Mujer
4842,CARMEN ANDREA,173 ,"37,0",Mujer
5209,TANIA ISABEL,158 ,"37,0",Mujer
5539,SOUMYA,146 ,"37,0",Mujer
5569,PAULA TERESA,145 ,"37,0",Mujer
5908,ANA ESTEFANIA,135 ,"37,0",Mujer
6209,CAROLINA VICTORIA,127 ,"37,0",Mujer
6243,ALINA CRISTINA,126 ,"37,0",Mujer
6397,NATALIA PAOLA,123 ,"37,0",Mujer
7579,CRISTINA SOFIA,99 ,"37,0",Mujer
9190,GORETI,78 ,"37,0",Mujer
9916,EDNA ROCIO,71 ,"37,0",Mujer
10851,MARY JOY,64 ,"37,0",Mujer
10942,HUAN,63 ,"37,0",Mujer
10948,IULIANA MARIA,63 ,"37,0",Mujer
11656,ALMUDENA ROCIO,58 ,"37,0",Mujer
11661,ANA TAMARA,58 ,"37,0",Mujer
12242,HANNA MARIA,55 ,"37,0",Mujer
12487,IUSTINA,54 ,"37,0",Mujer
12510,LIDIA ROCIO,54 ,"37,0",Mujer
12679,DEBORA CRISTINA,53 ,"37,0",Mujer
12720,JOVANNA,53 ,"37,0",Mujer
12861,ATTIA,52 ,"37,0",Mujer
13875,LILIANA PAOLA,48 ,"37,0",Mujer
15180,ALICIA MAR,43 ,"37,0",Mujer
15393,MONINA,43 ,"37,0",Mujer
15593,ELIZABETH MILAGROS,42 ,"37,0",Mujer
15961,IONELA MIRELA,41 ,"37,0",Mujer
16027,MARIA ALHARILLA,41 ,"37,0",Mujer
16699,KARLA JOHANA,39 ,"37,0",Mujer
17429,FLORENTINA DANIELA,37 ,"37,0",Mujer
17771,ANGELIKI,36 ,"37,0",Mujer
18189,ZANE,36 ,"37,0",Mujer
18191,ZENA,36 ,"37,0",Mujer
18241,ANU,35 ,"37,0",Mujer
18343,ERIKA MILENA,35 ,"37,0",Mujer
18407,JOHANNA MARIBEL,35 ,"37,0",Mujer
18507,MARTHA PAOLA,35 ,"37,0",Mujer
18641,XING,35 ,"37,0",Mujer
18980,MARTA REYES,34 ,"37,0",Mujer
19188,ANA YESENIA,33 ,"37,0",Mujer
20167,TATIANA CRISTINA,32 ,"37,0",Mujer
20211,ADA ISABEL,31 ,"37,0",Mujer
20686,PAOLA NOEMI,31 ,"37,0",Mujer
20805,YAZMINA MARIA,31 ,"37,0",Mujer
20991,ELIZANDRA,30 ,"37,0",Mujer
22533,MARIA GIULIANA,28 ,"37,0",Mujer
23003,ELISA PATRICIA,27 ,"37,0",Mujer
23178,KENIA CARMEN,27 ,"37,0",Mujer
23603,ANA MAFALDA,26 ,"37,0",Mujer
24.614,ELENA FLORINA,25 ,"37,0",Mujer
24.990,MELINA ANDREA,25 ,"37,0",Mujer
25.255,YOCELIN,25 ,"37,0",Mujer
25.432,CARMEN LOLA,24 ,"37,0",Mujer
25.457,CINTHIA KARINA,24 ,"37,0",Mujer
25.489,DAVINIA ISABEL,24 ,"37,0",Mujer
