Orden,Nombre,Frecuencia,Edad Media (*),sexo
25.721,KAREN YANETH,24 ,"37,0",Mujer
25.770,LILA MARIA,24 ,"37,0",Mujer
26.214,ALEXANDRA MANUELA,23 ,"37,0",Mujer
27.265,ALESSANDRA CRISTINA,22 ,"37,0",Mujer
27.550,ERICKA VANESSA,22 ,"37,0",Mujer
28.055,NIEVA,22 ,"37,0",Mujer
28.215,SONI,22 ,"37,0",Mujer
28.274,VANESA BELEN,22 ,"37,0",Mujer
28.290,WENDY ROXANA,22 ,"37,0",Mujer
28.944,KAMILA ANNA,21 ,"37,0",Mujer
29.932,EHSSAN,20 ,"37,0",Mujer
1280,DANILO,1.069 ,"36,9",Hombres
1687,JAVIER ANDRES,746 ,"36,9",Hombres
2193,EDUARDO ANDRES,514 ,"36,9",Hombres
2335,ALIN,470 ,"36,9",Hombres
2598,RABIE,407 ,"36,9",Hombres
3277,DIEGO RAFAEL,297 ,"36,9",Hombres
3318,EMERSON,293 ,"36,9",Hombres
3887,ZEBENSUI,241 ,"36,9",Hombres
4375,FLORIN DANIEL,206 ,"36,9",Hombres
5546,FLORIN ADRIAN,154 ,"36,9",Hombres
5624,FAMARA,151 ,"36,9",Hombres
6561,PABLO IVAN,127 ,"36,9",Hombres
6960,OSCAR LEONARDO,119 ,"36,9",Hombres
7283,DANIEL AGUSTIN,112 ,"36,9",Hombres
7508,JESUS YERAY,108 ,"36,9",Hombres
8114,CRISTOBAL DAVID,97 ,"36,9",Hombres
8559,LUDOVICO,91 ,"36,9",Hombres
8676,SEBASTIAN ARIEL,90 ,"36,9",Hombres
8783,FLORIN MARIAN,88 ,"36,9",Hombres
9447,FRANCO ANTONIO,80 ,"36,9",Hombres
9825,CRISTIAN MARTIN,76 ,"36,9",Hombres
10500,CRISTIAN CONSTANTIN,70 ,"36,9",Hombres
10952,JOSE JONAY,67 ,"36,9",Hombres
11740,YAKHYA,62 ,"36,9",Hombres
11927,BAMBO,60 ,"36,9",Hombres
12297,EZEQUIEL JESUS,58 ,"36,9",Hombres
12309,GEOVANNI,58 ,"36,9",Hombres
12486,GUILLERMO SEBASTIAN,57 ,"36,9",Hombres
12758,TAJINDER,56 ,"36,9",Hombres
12995,BOGDAN VASILE,54 ,"36,9",Hombres
13070,JAMES DANIEL,54 ,"36,9",Hombres
14639,IGNACIO MATIAS,47 ,"36,9",Hombres
16269,ABDIAS,41 ,"36,9",Hombres
16348,DANIEL CATALIN,41 ,"36,9",Hombres
17324,BA,38 ,"36,9",Hombres
17486,JULIAN MATIAS,38 ,"36,9",Hombres
17547,NOEL ENRIQUE,38 ,"36,9",Hombres
17553,OVIDIU MIHAI,38 ,"36,9",Hombres
17911,OSCAR LEONEL,37 ,"36,9",Hombres
18316,PAPA IBRAHIMA,36 ,"36,9",Hombres
18812,AITOR LUIS,34 ,"36,9",Hombres
19093,MACIRE,34 ,"36,9",Hombres
19282,ADRIAN PEDRO,33 ,"36,9",Hombres
19430,FEDERICO IVAN,33 ,"36,9",Hombres
19581,MARCELO AGUSTIN,33 ,"36,9",Hombres
19590,MARVIN ALEXIS,33 ,"36,9",Hombres
19993,JOHNATTAN,32 ,"36,9",Hombres
20122,OSCAR ISMAEL,32 ,"36,9",Hombres
20371,DANIEL RICHARD,31 ,"36,9",Hombres
20584,LUCAS PEDRO,31 ,"36,9",Hombres
20758,TALWINDER,31 ,"36,9",Hombres
20875,ARNALDO JAVIER,30 ,"36,9",Hombres
20995,FAUZI,30 ,"36,9",Hombres
21080,JAIR ALBERTO,30 ,"36,9",Hombres
21111,JONATAN FRANCISCO,30 ,"36,9",Hombres
21315,TOMAS ELIAS,30 ,"36,9",Hombres
21448,CESAR ABRAHAM,29 ,"36,9",Hombres
21862,RACHED,29 ,"36,9",Hombres
22383,LEYDER,28 ,"36,9",Hombres
23317,YENIER,27 ,"36,9",Hombres
24167,CESAR PAUL,25 ,"36,9",Hombres
24732,RUBEN RODRIGO,25 ,"36,9",Hombres
24792,VALENTIN MARIUS,25 ,"36,9",Hombres
25264,JORDI ALEXANDRE,24 ,"36,9",Hombres
25644,YEAN CARLOS,24 ,"36,9",Hombres
25691,ALEX ARTURO,23 ,"36,9",Hombres
26959,HOVSEP,22 ,"36,9",Hombres
27336,RAICO JESUS,22 ,"36,9",Hombres
27706,DANNY ENRIQUE,21 ,"36,9",Hombres
28455,WILFREDO ALEXANDER,21 ,"36,9",Hombres
28578,ALMAME,20 ,"36,9",Hombres
29230,KLEVER PATRICIO,20 ,"36,9",Hombres
180,LETICIA,22.041 ,"36,9",Mujer
1263,DALILA,1.259 ,"36,9",Mujer
1277,MOUNIA,1.242 ,"36,9",Mujer
1585,ZIORTZA,873 ,"36,9",Mujer
1608,JEZABEL,854 ,"36,9",Mujer
2079,GORETTI,559 ,"36,9",Mujer
2837,LORENA CARMEN,354 ,"36,9",Mujer
3562,BLANCA PALOMA,259 ,"36,9",Mujer
5028,ESTEFANIA MARIA,165 ,"36,9",Mujer
6179,LORENA ALEJANDRA,128 ,"36,9",Mujer
6826,MARIA MELISA,113 ,"36,9",Mujer
7574,BOGDANA,99 ,"36,9",Mujer
8078,JOHANA PATRICIA,92 ,"36,9",Mujer
8395,NYIMA,88 ,"36,9",Mujer
9788,ALEJANDRA ANDREA,72 ,"36,9",Mujer
11780,ROSANNY,58 ,"36,9",Mujer
12590,SILVANA PAOLA,54 ,"36,9",Mujer
13229,ROCIO TERESA,51 ,"36,9",Mujer
13357,IRENE CAROLINA,50 ,"36,9",Mujer
13629,LEIDIANE,49 ,"36,9",Mujer
14076,EURIDICE,47 ,"36,9",Mujer
14720,LILIANA SOFIA,45 ,"36,9",Mujer
15794,TANIA ESTHER,42 ,"36,9",Mujer
16147,UNA,41 ,"36,9",Mujer
16558,ANDREA MARIE,39 ,"36,9",Mujer
16824,PAULA LUISA,39 ,"36,9",Mujer
16998,DIANA JIMENA,38 ,"36,9",Mujer
17073,JENNY LIZETH,38 ,"36,9",Mujer
17841,DANIA ELIZABETH,36 ,"36,9",Mujer
18131,RUTH ESTER,36 ,"36,9",Mujer
18297,DAIMY,35 ,"36,9",Mujer
18576,RONALYN,35 ,"36,9",Mujer
19475,MARTA PINO,33 ,"36,9",Mujer
20043,NATALIA ELISA,32 ,"36,9",Mujer
20232,ALICIA LORENA,31 ,"36,9",Mujer
20513,LETICIA MABEL,31 ,"36,9",Mujer
21018,FEBE,30 ,"36,9",Mujer
21108,JULIA ADRIANA,30 ,"36,9",Mujer
21432,XUEJING,30 ,"36,9",Mujer
22165,APOLLONIA MARIA,28 ,"36,9",Mujer
22232,CLARA MAR,28 ,"36,9",Mujer
22265,DIANA ANGELES,28 ,"36,9",Mujer
22320,EVELYN MILAGROS,28 ,"36,9",Mujer
22394,INGRID ANDREA,28 ,"36,9",Mujer
22673,PINKY,28 ,"36,9",Mujer
22878,BARBARA RAQUEL,27 ,"36,9",Mujer
23046,FLORENTINA NICOLETA,27 ,"36,9",Mujer
23537,YULLY ANDREA,27 ,"36,9",Mujer
24.420,ALEJANDRA LUISA,25 ,"36,9",Mujer
24.585,CRISTINA DESIREE,25 ,"36,9",Mujer
24.767,JENNI,25 ,"36,9",Mujer
25.346,ANDREA YOLANDA,24 ,"36,9",Mujer
25.908,MIRNA YAMILETH,24 ,"36,9",Mujer
26.011,RITA DAVINIA,24 ,"36,9",Mujer
26.409,DANIA ISABEL,23 ,"36,9",Mujer
26.900,MONICA JOHANA,23 ,"36,9",Mujer
29.202,MAYRA YESSENIA,21 ,"36,9",Mujer
29.529,VANESSA VIVIANA,21 ,"36,9",Mujer
29.571,YADIRA ROCIO,21 ,"36,9",Mujer
29.817,CAI,20 ,"36,9",Mujer
29.874,CRISTIAN,20 ,"36,9",Mujer
29.940,ELIANA MILENA,20 ,"36,9",Mujer
30.249,LEIDY ROCIO,20 ,"36,9",Mujer
30.443,MARTA DESAMPARADOS,20 ,"36,9",Mujer
30.677,ROSA LIZ,20 ,"36,9",Mujer
30.842,VIVIAN ROCIO,20 ,"36,9",Mujer
840,JORGE ANDRES,1.859 ,"36,8",Hombres
905,KOLDO,1.662 ,"36,8",Hombres
1180,BAKARY,1.200 ,"36,8",Hombres
1202,ALIOU,1.168 ,"36,8",Hombres
2723,JOSE SAMUEL,377 ,"36,8",Hombres
3061,KAMRAN,324 ,"36,8",Hombres
3072,MOHAMADOU,323 ,"36,8",Hombres
3166,BRUNO MIGUEL,311 ,"36,8",Hombres
3980,BABAR,233 ,"36,8",Hombres
4407,SAMER,205 ,"36,8",Hombres
5685,RONALD JOSE,150 ,"36,8",Hombres
5732,JATINDER,148 ,"36,8",Hombres
6868,ALIOUNE BADARA,120 ,"36,8",Hombres
7568,MITXEL,107 ,"36,8",Hombres
7587,ARIEL ANTONIO,106 ,"36,8",Hombres
8415,JOAQUIN GABRIEL,93 ,"36,8",Hombres
8659,KEVIN ANTHONY,90 ,"36,8",Hombres
8853,CRISTIAN ROBERTO,87 ,"36,8",Hombres
9051,NOEL ANTONIO,85 ,"36,8",Hombres
9205,NICOLAS LUIS,83 ,"36,8",Hombres
9514,ALEJANDRO FELIPE,79 ,"36,8",Hombres
9829,EDMON,76 ,"36,8",Hombres
10140,CONSTANTIN GABRIEL,73 ,"36,8",Hombres
11160,ALEXSANDRO,65 ,"36,8",Hombres
11355,GABRIEL AUGUSTO,64 ,"36,8",Hombres
11442,ADRIAN GEORGE,63 ,"36,8",Hombres
11536,MAMUN,63 ,"36,8",Hombres
12580,RICHARD FERNANDO,57 ,"36,8",Hombres
13377,SHERIF,53 ,"36,8",Hombres
13704,IVAN ESTEBAN,51 ,"36,8",Hombres
14008,SADIQ,50 ,"36,8",Hombres
14250,TOMAS SEBASTIAN,49 ,"36,8",Hombres
14559,AURELIEN,47 ,"36,8",Hombres
14998,MARIUS GEORGE,46 ,"36,8",Hombres
15072,SEVASTIAN,46 ,"36,8",Hombres
15272,MADICKE,45 ,"36,8",Hombres
15735,ELIAS ENRIQUE,43 ,"36,8",Hombres
16487,MARCO FABIAN,41 ,"36,8",Hombres
16822,MIGUEL ISAAC,40 ,"36,8",Hombres
16962,ARIEL MARTIN,39 ,"36,8",Hombres
17010,DIEGO ABEL,39 ,"36,8",Hombres
17109,JORGE XAVIER,39 ,"36,8",Hombres
17362,DANIEL ANTHONY,38 ,"36,8",Hombres
17787,HOUSSIN,37 ,"36,8",Hombres
18060,CHRISTIAN ALFONSO,36 ,"36,8",Hombres
18071,CRISTIAN ADOLFO,36 ,"36,8",Hombres
18112,ELBER,36 ,"36,8",Hombres
18820,ALBERTO MATIAS,34 ,"36,8",Hombres
19040,JOHANNY,34 ,"36,8",Hombres
19274,ABDUL RAUF,33 ,"36,8",Hombres
19303,ALIE,33 ,"36,8",Hombres
20701,ROBERT JAVIER,31 ,"36,8",Hombres
21436,BRUNO JORGE,29 ,"36,8",Hombres
22955,ISRAEL ENRIQUE,27 ,"36,8",Hombres
23712,JULIO RODRIGO,26 ,"36,8",Hombres
23889,RICHARD MIGUEL,26 ,"36,8",Hombres
24148,BYRON ANTONIO,25 ,"36,8",Hombres
24300,FLORIAN DANIEL,25 ,"36,8",Hombres
25009,CRISTIAN MAXIMILIANO,24 ,"36,8",Hombres
25046,EDINSON FERNANDO,24 ,"36,8",Hombres
25097,FADLI,24 ,"36,8",Hombres
25704,ALI ASGHAR,23 ,"36,8",Hombres
25722,ANGEL BORJA,23 ,"36,8",Hombres
25914,ESTEBAN DARIO,23 ,"36,8",Hombres
26239,MARIAN DUMITRU,23 ,"36,8",Hombres
26302,MOISES ISRAEL,23 ,"36,8",Hombres
26371,PENCHO,23 ,"36,8",Hombres
26777,DANIEL JACOBO,22 ,"36,8",Hombres
26948,HECTOR GEOVANNY,22 ,"36,8",Hombres
27869,GABRIEL RUBEN,21 ,"36,8",Hombres
27906,HERNAN CAMILO,21 ,"36,8",Hombres
28195,MAWLOUD,21 ,"36,8",Hombres
28704,CIHAN,20 ,"36,8",Hombres
28871,EVER HUGO,20 ,"36,8",Hombres
29000,HECTOR ULISES,20 ,"36,8",Hombres
29141,JOHN WILMER,20 ,"36,8",Hombres
456,LUCIANA,5.023 ,"36,8",Mujer
1133,SEILA,1.501 ,"36,8",Mujer
2433,TIZIANA,445 ,"36,8",Mujer
2492,DESISLAVA,427 ,"36,8",Mujer
2700,AFRICA MARIA,381 ,"36,8",Mujer
3172,VICTORIA ELENA,304 ,"36,8",Mujer
3239,LAURA ELIZABETH,297 ,"36,8",Mujer
3409,ALINA ELENA,275 ,"36,8",Mujer
3556,SILKE,260 ,"36,8",Mujer
5057,LEI,164 ,"36,8",Mujer
5264,MAYLIN,156 ,"36,8",Mujer
5561,GABRIELA ELENA,145 ,"36,8",Mujer
5664,TIMEA,142 ,"36,8",Mujer
5720,BETLEM,140 ,"36,8",Mujer
5782,RHIZLANE,139 ,"36,8",Mujer
6613,ALBA TERESA,117 ,"36,8",Mujer
7226,LEYDI JOHANNA,105 ,"36,8",Mujer
9204,LOREDANA ELENA,78 ,"36,8",Mujer
9912,DIANA XIMENA,71 ,"36,8",Mujer
10391,ELISA CRISTINA,67 ,"36,8",Mujer
10674,KAREN MARGARITA,65 ,"36,8",Mujer
10864,ROCIO BEATRIZ,64 ,"36,8",Mujer
10947,ITOHAN,63 ,"36,8",Mujer
11070,GUACIMARA PINO,62 ,"36,8",Mujer
11566,KONSTANTINA,59 ,"36,8",Mujer
11901,KARLA VERONICA,57 ,"36,8",Mujer
12231,EVELYN PATRICIA,55 ,"36,8",Mujer
12279,LETICIA PINO,55 ,"36,8",Mujer
12670,CLAUDIA VANESA,53 ,"36,8",Mujer
12844,ALEXANDRA VERONICA,52 ,"36,8",Mujer
13348,GIFTY,50 ,"36,8",Mujer
13982,YENI CAROLINA,48 ,"36,8",Mujer
14880,ALINA FLORINA,44 ,"36,8",Mujer
14996,JESSICA MARIELA,44 ,"36,8",Mujer
16193,ALEIXANDRA,40 ,"36,8",Mujer
16411,MARIANA PATRICIA,40 ,"36,8",Mujer
16433,NAGINA,40 ,"36,8",Mujer
16523,YESSENIA CARMEN,40 ,"36,8",Mujer
17357,BURCU,37 ,"36,8",Mujer
17839,DALJEET,36 ,"36,8",Mujer
17880,ELIZABETH ROSE,36 ,"36,8",Mujer
18543,OANA DANIELA,35 ,"36,8",Mujer
18645,XUYAN,35 ,"36,8",Mujer
18778,DANIELA VIRGINIA,34 ,"36,8",Mujer
19416,LOREDANA NICOLETA,33 ,"36,8",Mujer
19533,PAMELA SOLEDAD,33 ,"36,8",Mujer
19944,LOREDANA GABRIELA,32 ,"36,8",Mujer
20424,GEMMA ROCIO,31 ,"36,8",Mujer
20943,CLAUDIA DIANA,30 ,"36,8",Mujer
21309,POLLYANNA,30 ,"36,8",Mujer
21434,YAJAIRA ELIZABETH,30 ,"36,8",Mujer
21950,PAOLA ADRIANA,29 ,"36,8",Mujer
22372,GURJEET,28 ,"36,8",Mujer
22397,IOANA LAURA,28 ,"36,8",Mujer
22980,DIANA YULIETH,27 ,"36,8",Mujer
23132,JESSICA JUDITH,27 ,"36,8",Mujer
23822,FLORINA ALINA,26 ,"36,8",Mujer
24.319,SUSANA PAOLA,26 ,"36,8",Mujer
24.735,IONELA FLORINA,25 ,"36,8",Mujer
25.467,CLEIDIANE,24 ,"36,8",Mujer
25.872,MARTHA VANESSA,24 ,"36,8",Mujer
25.978,PALMA MARIA,24 ,"36,8",Mujer
26.262,ANDREA NIEVES,23 ,"36,8",Mujer
26.433,DOMINIKA ANNA,23 ,"36,8",Mujer
26.450,ELIZABET MARIA,23 ,"36,8",Mujer
26.529,GEORGIANA LOREDANA,23 ,"36,8",Mujer
26.755,LUCIA ESMERALDA,23 ,"36,8",Mujer
26.976,PAOLA ROSARIO,23 ,"36,8",Mujer
27.167,VICTORIA LUZ,23 ,"36,8",Mujer
27.435,CELIA MAR,22 ,"36,8",Mujer
27.716,JEIDY,22 ,"36,8",Mujer
27.783,KRYSTINA,22 ,"36,8",Mujer
28.324,YORDANIA,22 ,"36,8",Mujer
28.743,FANNY GABRIELA,21 ,"36,8",Mujer
28.938,JUNJIE,21 ,"36,8",Mujer
29.121,MARIA GERALDINE,21 ,"36,8",Mujer
29.378,RISA,21 ,"36,8",Mujer
29.567,XIOMARA LIZETH,21 ,"36,8",Mujer
29.732,ANGELA MARIELA,20 ,"36,8",Mujer
30.325,LUZ KARINE,20 ,"36,8",Mujer
30.507,MIRIAM ANA,20 ,"36,8",Mujer
30.700,SAFYA,20 ,"36,8",Mujer
30.810,VANESSA MILAGROS,20 ,"36,8",Mujer
30.816,VERA CRISTINA,20 ,"36,8",Mujer
30.887,YULI VIVIANA,20 ,"36,8",Mujer
2316,ABDELHALIM,476 ,"36,7",Hombres
2821,JORGE LEONARDO,359 ,"36,7",Hombres
3779,RAUL DAVID,249 ,"36,7",Hombres
4087,KHURRAM,225 ,"36,7",Hombres
4608,YUNIOR,193 ,"36,7",Hombres
5523,MARIUS FLORIN,155 ,"36,7",Hombres
5538,CARLOS ALONSO,154 ,"36,7",Hombres
5686,RUSTAM,150 ,"36,7",Hombres
6205,AGUSTIN ALEJANDRO,135 ,"36,7",Hombres
6319,CRISTO JOSE,132 ,"36,7",Hombres
6404,DIEGO RICARDO,130 ,"36,7",Hombres
6858,RONALD ALEXANDER,121 ,"36,7",Hombres
7161,ABDERAZZAK,114 ,"36,7",Hombres
7223,BRUNO ANTONIO,113 ,"36,7",Hombres
8013,JAIME ALEXANDER,99 ,"36,7",Hombres
8103,ANSOU,97 ,"36,7",Hombres
8158,SUNNY,97 ,"36,7",Hombres
8186,GASTON ALEJANDRO,96 ,"36,7",Hombres
8241,CHEJ,95 ,"36,7",Hombres
8261,JESUS OMAR,95 ,"36,7",Hombres
8658,KEN,90 ,"36,7",Hombres
8956,JONATAS,86 ,"36,7",Hombres
9848,HE,76 ,"36,7",Hombres
10005,ABDALLAHI,74 ,"36,7",Hombres
10008,ABDENASSER,74 ,"36,7",Hombres
10123,ALVARO IVAN,73 ,"36,7",Hombres
10243,DANNY DANIEL,72 ,"36,7",Hombres
10388,JOAO FILIPE,71 ,"36,7",Hombres
10524,HIRAM,70 ,"36,7",Hombres
10823,GABRIEL HERNAN,68 ,"36,7",Hombres
11549,OMAR DANIEL,63 ,"36,7",Hombres
11566,SANTIAGO SEBASTIAN,63 ,"36,7",Hombres
11632,DAVID SALOMON,62 ,"36,7",Hombres
11728,SERGIO ISMAEL,62 ,"36,7",Hombres
11888,TINGUARO,61 ,"36,7",Hombres
12782,ALEXANDER ALBERTO,55 ,"36,7",Hombres
12859,HECTOR ARIEL,55 ,"36,7",Hombres
13209,BRUNO LUIS,53 ,"36,7",Hombres
13627,CLEITON,51 ,"36,7",Hombres
13643,DIEGO ADOLFO,51 ,"36,7",Hombres
14206,PABLO LUCAS,49 ,"36,7",Hombres
14883,EMHAMED,46 ,"36,7",Hombres
15090,YULIN,46 ,"36,7",Hombres
15422,BRUNO FRANCISCO,44 ,"36,7",Hombres
15486,FRANCISCO JONAY,44 ,"36,7",Hombres
15790,IVAN TOMAS,43 ,"36,7",Hombres
16072,HUGO IGNACIO,42 ,"36,7",Hombres
16324,BAILO,41 ,"36,7",Hombres
16823,MIHAI LUCIAN,40 ,"36,7",Hombres
16834,MUHAMMAD ZUBAIR,40 ,"36,7",Hombres
17819,JOHN JADER,37 ,"36,7",Hombres
17872,MARIUS DUMITRU,37 ,"36,7",Hombres
18066,CLAUDIO NICOLAS,36 ,"36,7",Hombres
18558,IMED,35 ,"36,7",Hombres
18678,NAMORY,35 ,"36,7",Hombres
18839,ANDRES ORLANDO,34 ,"36,7",Hombres
19291,ALEJANDRO FERMIN,33 ,"36,7",Hombres
19461,GERMAN EZEQUIEL,33 ,"36,7",Hombres
19462,GERMAN NICOLAS,33 ,"36,7",Hombres
19841,DAMIAN ESTEBAN,32 ,"36,7",Hombres
19865,EDWARD ALBERTO,32 ,"36,7",Hombres
19922,GEORGE CIPRIAN,32 ,"36,7",Hombres
19985,JOAN DIDAC,32 ,"36,7",Hombres
20547,JORGE JONATHAN,31 ,"36,7",Hombres
20574,KEVIN ROBERT,31 ,"36,7",Hombres
20581,LIMAN,31 ,"36,7",Hombres
20657,NIR,31 ,"36,7",Hombres
20737,SHABAN,31 ,"36,7",Hombres
20933,COULIBALY,30 ,"36,7",Hombres
21460,CIPRIAN GABRIEL,29 ,"36,7",Hombres
21848,PABLO SIMON,29 ,"36,7",Hombres
22423,MATIAS MARTIN,28 ,"36,7",Hombres
22780,DANIEL LUCIAN,27 ,"36,7",Hombres
22830,EMILIANO EZEQUIEL,27 ,"36,7",Hombres
23305,WENYI,27 ,"36,7",Hombres
24650,OSCAR GIOVANNI,25 ,"36,7",Hombres
24960,BRADLEY JAMES,24 ,"36,7",Hombres
25062,ELHADJI ABDOULAYE,24 ,"36,7",Hombres
25075,ENRIQUE MATEO,24 ,"36,7",Hombres
25110,FLAVIO ANDRES,24 ,"36,7",Hombres
25147,GIANMARIA,24 ,"36,7",Hombres
25623,WILBER JOSE,24 ,"36,7",Hombres
25820,CIPRIAN DANIEL,23 ,"36,7",Hombres
25967,GHEORGHE IONUT,23 ,"36,7",Hombres
26467,SILVIU FLORIN,23 ,"36,7",Hombres
26933,GUILLERMO ALEXIS,22 ,"36,7",Hombres
27003,IULIAN NICOLAE,22 ,"36,7",Hombres
27203,MARIAN GEORGE,22 ,"36,7",Hombres
27648,BYRON MANUEL,21 ,"36,7",Hombres
28030,JONATAN RAFAEL,21 ,"36,7",Hombres
60,EVA,82.817 ,"36,7",Mujer
603,HANAN,3.540 ,"36,7",Mujer
934,NAOUAL,1.948 ,"36,7",Mujer
1043,NEREIDA,1.690 ,"36,7",Mujer
1185,MARIA NAZARET,1.387 ,"36,7",Mujer
1344,SAFIA,1.156 ,"36,7",Mujer
1510,TAMAR,954 ,"36,7",Mujer
1827,TINA,701 ,"36,7",Mujer
2976,HUI,334 ,"36,7",Mujer
3525,OIANE,263 ,"36,7",Mujer
3705,LORENA ISABEL,246 ,"36,7",Mujer
3885,YESSICA MARIA,230 ,"36,7",Mujer
6402,POOJA,123 ,"36,7",Mujer
7368,OSANE,103 ,"36,7",Mujer
8205,ELIZABETH CAROLINA,90 ,"36,7",Mujer
8331,VIVIANA ALEXANDRA,89 ,"36,7",Mujer
8361,GIANNINA,88 ,"36,7",Mujer
8608,LUZ MABEL,85 ,"36,7",Mujer
8851,ROSA GABRIELA,82 ,"36,7",Mujer
9225,MONICA VANESSA,78 ,"36,7",Mujer
9353,AIXA MARIA,76 ,"36,7",Mujer
9699,GABRIELA MERCEDES,73 ,"36,7",Mujer
10712,PAULA VIRGINIA,65 ,"36,7",Mujer
11101,MARIA IULIANA,62 ,"36,7",Mujer
11179,ANDREA MILENA,61 ,"36,7",Mujer
11324,ANDREA MARIANA,60 ,"36,7",Mujer
11523,DIANA MARICELA,59 ,"36,7",Mujer
11979,SILVIA VANESSA,57 ,"36,7",Mujer
12369,VANESSA ROCIO,55 ,"36,7",Mujer
13197,MINERVA CARMEN,51 ,"36,7",Mujer
13379,LEYDI VIVIANA,50 ,"36,7",Mujer
13533,ANDREZA,49 ,"36,7",Mujer
13881,LORENA CAROLINA,48 ,"36,7",Mujer
14483,NICOLETA FLORENTINA,46 ,"36,7",Mujer
14601,ANNA KAROLINA,45 ,"36,7",Mujer
15814,YENEY,42 ,"36,7",Mujer
17168,MONICA VALERIA,38 ,"36,7",Mujer
17365,CARMEN YANIRA,37 ,"36,7",Mujer
18284,CILIA,35 ,"36,7",Mujer
18625,VANNESA,35 ,"36,7",Mujer
18898,KATE ELIZABETH,34 ,"36,7",Mujer
19268,ELENA ANDREA,33 ,"36,7",Mujer
19347,IVONNE ALEXANDRA,33 ,"36,7",Mujer
19762,CINTHYA MARIA,32 ,"36,7",Mujer
19959,MAIRELIS,32 ,"36,7",Mujer
20371,ELIZABETH NOEMI,31 ,"36,7",Mujer
20512,LAURA JAYNE,31 ,"36,7",Mujer
20615,MARTHA ANDREA,31 ,"36,7",Mujer
21982,ROCIO TAMARA,29 ,"36,7",Mujer
22031,SOPHIE JANE,29 ,"36,7",Mujer
22094,YURENA MAR,29 ,"36,7",Mujer
22734,SOUMEYA,28 ,"36,7",Mujer
23470,TATIANA MARIBEL,27 ,"36,7",Mujer
23695,CATALINA LAURA,26 ,"36,7",Mujer
24.592,DANIELA RAMONA,25 ,"36,7",Mujer
24.703,GRACE MARIA,25 ,"36,7",Mujer
25.024,NATHALIE NICOLE,25 ,"36,7",Mujer
25.141,SHARANJIT,25 ,"36,7",Mujer
25.211,VANESSA VERONICA,25 ,"36,7",Mujer
25.657,IREIDE,24 ,"36,7",Mujer
27.459,CORDELIA,22 ,"36,7",Mujer
28.508,BASSIMA,21 ,"36,7",Mujer
29.270,NATALIA SABRINA,21 ,"36,7",Mujer
30.420,MARIAELENA,20 ,"36,7",Mujer
423,CARLOS ANDRES,4.721 ,"36,6",Hombres
1998,JUN,588 ,"36,6",Hombres
2285,OUSSEYNOU,486 ,"36,6",Hombres
2536,HASAN,419 ,"36,6",Hombres
3219,MAURICIO ANDRES,306 ,"36,6",Hombres
3348,BITTOR,289 ,"36,6",Hombres
4133,FERNANDO NICOLAS,222 ,"36,6",Hombres
4325,WILLIAM DAVID,210 ,"36,6",Hombres
4516,MARIUS CRISTIAN,198 ,"36,6",Hombres
4877,EDGAR MANUEL,179 ,"36,6",Hombres
4936,GONZALO MARTIN,177 ,"36,6",Hombres
5242,FELIPE IGNACIO,165 ,"36,6",Hombres
5520,JOSE ARIEL,155 ,"36,6",Hombres
5625,FREDY ALEXANDER,151 ,"36,6",Hombres
5672,JIN,150 ,"36,6",Hombres
6359,CARLOS MATIAS,131 ,"36,6",Hombres
6819,BABOU,121 ,"36,6",Hombres
7324,ARONA,111 ,"36,6",Hombres
7375,ZAKI,111 ,"36,6",Hombres
7714,JONNY,104 ,"36,6",Hombres
7790,VARINDER,103 ,"36,6",Hombres
7943,FEDERICO ALEJANDRO,100 ,"36,6",Hombres
8155,RUDDY,97 ,"36,6",Hombres
8302,VICTOR FABIAN,95 ,"36,6",Hombres
8397,ELVIS JOSE,93 ,"36,6",Hombres
8744,MAXIMILIANO JOSE,89 ,"36,6",Hombres
9142,VICTOR ALONSO,84 ,"36,6",Hombres
9379,MATTHEW DAVID,81 ,"36,6",Hombres
9466,JUAN EZEQUIEL,80 ,"36,6",Hombres
9941,GABRIEL EMILIO,75 ,"36,6",Hombres
9961,KALILU,75 ,"36,6",Hombres
10155,FATHALLAH,73 ,"36,6",Hombres
10769,ARTURO ANDRES,68 ,"36,6",Hombres
10989,RAYCO MANUEL,67 ,"36,6",Hombres
11409,RENE ALEXANDER,64 ,"36,6",Hombres
12721,MARIUS LAURENTIU,56 ,"36,6",Hombres
13022,DAVIS,54 ,"36,6",Hombres
13231,EMILIANO NICOLAS,53 ,"36,6",Hombres
13267,HUGO VICENTE,53 ,"36,6",Hombres
13309,MANUEL ALEXANDRE,53 ,"36,6",Hombres
13527,MOISES ENRIQUE,52 ,"36,6",Hombres
13733,LEONARDO DAMIAN,51 ,"36,6",Hombres
13916,JANKO,50 ,"36,6",Hombres
14202,NISHAN,49 ,"36,6",Hombres
15643,SORIN MARIAN,44 ,"36,6",Hombres
16365,EDGAR ALEXIS,41 ,"36,6",Hombres
16888,SAMIH,40 ,"36,6",Hombres
17072,HUGO JUAN,39 ,"36,6",Hombres
17325,BASEM,38 ,"36,6",Hombres
17445,ISMAEL SANTIAGO,38 ,"36,6",Hombres
18932,ENVER,34 ,"36,6",Hombres
19229,TOURE,34 ,"36,6",Hombres
19685,SERGIO ABEL,33 ,"36,6",Hombres
20201,SUKHCHAIN,32 ,"36,6",Hombres
