CUSEC,Nivel,vivienda turistica,plazas,Porcentaje vivienda turistica,PERIODO,PROV_LITERAL,MUN_LITERAL
3120105002,Secciones,2,6,"0,38",2024M11,Navarra,Pamplona/Iruña
3120105001,Secciones,4,15,"0,93",2024M11,Navarra,Pamplona/Iruña
3120104026,Secciones,9,31,"0,75",2024M11,Navarra,Pamplona/Iruña
3120104025,Secciones,0,0,"0,00",2024M11,Navarra,Pamplona/Iruña
3120104024,Secciones,1,8,"0,18",2024M11,Navarra,Pamplona/Iruña
3120104021,Secciones,7,19,"0,78",2024M11,Navarra,Pamplona/Iruña
3120104020,Secciones,1,6,"0,25",2024M11,Navarra,Pamplona/Iruña
3120104019,Secciones,2,9,"0,44",2024M11,Navarra,Pamplona/Iruña
3120104018,Secciones,2,6,"0,24",2024M11,Navarra,Pamplona/Iruña
3120104017,Secciones,1,4,"0,12",2024M11,Navarra,Pamplona/Iruña
3120104016,Secciones,1,6,"0,25",2024M11,Navarra,Pamplona/Iruña
3120104015,Secciones,0,0,"0,00",2024M11,Navarra,Pamplona/Iruña
3120104022,Secciones,2,16,"0,48",2024M11,Navarra,Pamplona/Iruña
3120104014,Secciones,2,8,"0,36",2024M11,Navarra,Pamplona/Iruña
3120104013,Secciones,6,42,"0,89",2024M11,Navarra,Pamplona/Iruña
3120104012,Secciones,2,9,"0,35",2024M11,Navarra,Pamplona/Iruña
3120104011,Secciones,3,7,"0,46",2024M11,Navarra,Pamplona/Iruña
3120104010,Secciones,3,19,"0,47",2024M11,Navarra,Pamplona/Iruña
3120104009,Secciones,1,5,"0,19",2024M11,Navarra,Pamplona/Iruña
3120104008,Secciones,10,44,"1,46",2024M11,Navarra,Pamplona/Iruña
3120104007,Secciones,0,0,"0,00",2024M11,Navarra,Pamplona/Iruña
3120105005,Secciones,1,4,"0,19",2024M11,Navarra,Pamplona/Iruña
3120105009,Secciones,4,16,"0,68",2024M11,Navarra,Pamplona/Iruña
3120104006,Secciones,0,0,"0,00",2024M11,Navarra,Pamplona/Iruña
3120104005,Secciones,2,14,"0,37",2024M11,Navarra,Pamplona/Iruña
3120104004,Secciones,2,10,"0,45",2024M11,Navarra,Pamplona/Iruña
3120104003,Secciones,4,15,"0,64",2024M11,Navarra,Pamplona/Iruña
3120105013,Secciones,3,10,"0,43",2024M11,Navarra,Pamplona/Iruña
3120104002,Secciones,8,36,"0,91",2024M11,Navarra,Pamplona/Iruña
3120104001,Secciones,1,4,"0,30",2024M11,Navarra,Pamplona/Iruña
3120103027,Secciones,6,27,"0,84",2024M11,Navarra,Pamplona/Iruña
3120103026,Secciones,4,17,"0,75",2024M11,Navarra,Pamplona/Iruña
3120103025,Secciones,9,45,"0,81",2024M11,Navarra,Pamplona/Iruña
3120103024,Secciones,12,52,"0,91",2024M11,Navarra,Pamplona/Iruña
3120103023,Secciones,20,114,"1,79",2024M11,Navarra,Pamplona/Iruña
3120103022,Secciones,1,4,"0,30",2024M11,Navarra,Pamplona/Iruña
3120103021,Secciones,3,10,"0,56",2024M11,Navarra,Pamplona/Iruña
3120103020,Secciones,4,21,"0,56",2024M11,Navarra,Pamplona/Iruña
3120103019,Secciones,0,0,"0,00",2024M11,Navarra,Pamplona/Iruña
3120103018,Secciones,2,7,"0,36",2024M11,Navarra,Pamplona/Iruña
3120106004,Secciones,2,11,"0,45",2024M11,Navarra,Pamplona/Iruña
3120106009,Secciones,7,31,"1,65",2024M11,Navarra,Pamplona/Iruña
3120106013,Secciones,2,8,"0,42",2024M11,Navarra,Pamplona/Iruña
3120103017,Secciones,2,9,"0,45",2024M11,Navarra,Pamplona/Iruña
3120103016,Secciones,2,11,"0,40",2024M11,Navarra,Pamplona/Iruña
3120103015,Secciones,0,0,"0,00",2024M11,Navarra,Pamplona/Iruña
3120103014,Secciones,7,35,"1,01",2024M11,Navarra,Pamplona/Iruña
3120103013,Secciones,2,10,"0,36",2024M11,Navarra,Pamplona/Iruña
3120103012,Secciones,1,2,"0,19",2024M11,Navarra,Pamplona/Iruña
3120103011,Secciones,4,8,"0,89",2024M11,Navarra,Pamplona/Iruña
3120103010,Secciones,1,5,"0,17",2024M11,Navarra,Pamplona/Iruña
3120107005,Secciones,14,61,"1,12",2024M11,Navarra,Pamplona/Iruña
3120103009,Secciones,0,0,"0,00",2024M11,Navarra,Pamplona/Iruña
3120103008,Secciones,2,10,"0,33",2024M11,Navarra,Pamplona/Iruña
3120107009,Secciones,1,2,"0,13",2024M11,Navarra,Pamplona/Iruña
3120103007,Secciones,1,6,"0,20",2024M11,Navarra,Pamplona/Iruña
3120103006,Secciones,4,19,"0,62",2024M11,Navarra,Pamplona/Iruña
3120103005,Secciones,3,10,"0,64",2024M11,Navarra,Pamplona/Iruña
3120103004,Secciones,0,0,"0,00",2024M11,Navarra,Pamplona/Iruña
3120103003,Secciones,6,19,"0,88",2024M11,Navarra,Pamplona/Iruña
3120103002,Secciones,0,0,"0,00",2024M11,Navarra,Pamplona/Iruña
3120107013,Secciones,4,15,"0,89",2024M11,Navarra,Pamplona/Iruña
3120103001,Secciones,7,27,"1,79",2024M11,Navarra,Pamplona/Iruña
3120102018,Secciones,1,5,"0,28",2024M11,Navarra,Pamplona/Iruña
3120102017,Secciones,3,6,"0,94",2024M11,Navarra,Pamplona/Iruña
3120102016,Secciones,1,6,"0,24",2024M11,Navarra,Pamplona/Iruña
3120107021,Secciones,4,9,"0,65",2024M11,Navarra,Pamplona/Iruña
3120102015,Secciones,1,2,"0,25",2024M11,Navarra,Pamplona/Iruña
3120102014,Secciones,3,11,"0,56",2024M11,Navarra,Pamplona/Iruña
3120102013,Secciones,4,7,"1,18",2024M11,Navarra,Pamplona/Iruña
3120102012,Secciones,3,10,"0,46",2024M11,Navarra,Pamplona/Iruña
3120107025,Secciones,0,0,"0,00",2024M11,Navarra,Pamplona/Iruña
3120102011,Secciones,7,31,"1,18",2024M11,Navarra,Pamplona/Iruña
3120102010,Secciones,6,25,"1,19",2024M11,Navarra,Pamplona/Iruña
3120108002,Secciones,1,3,"0,18",2024M11,Navarra,Pamplona/Iruña
3120102009,Secciones,2,7,"0,33",2024M11,Navarra,Pamplona/Iruña
3120102008,Secciones,4,9,"0,68",2024M11,Navarra,Pamplona/Iruña
3120102007,Secciones,1,2,"0,23",2024M11,Navarra,Pamplona/Iruña
3120102006,Secciones,4,16,"0,67",2024M11,Navarra,Pamplona/Iruña
3120102005,Secciones,6,34,"0,80",2024M11,Navarra,Pamplona/Iruña
3120102004,Secciones,14,62,"1,67",2024M11,Navarra,Pamplona/Iruña
3120108010,Secciones,4,10,"0,70",2024M11,Navarra,Pamplona/Iruña
3120102003,Secciones,4,20,"0,89",2024M11,Navarra,Pamplona/Iruña
3120102002,Secciones,6,25,"1,08",2024M11,Navarra,Pamplona/Iruña
3120102001,Secciones,14,71,"2,56",2024M11,Navarra,Pamplona/Iruña
3120101013,Secciones,12,48,"2,04",2024M11,Navarra,Pamplona/Iruña
3120101012,Secciones,9,42,"1,90",2024M11,Navarra,Pamplona/Iruña
3120101011,Secciones,13,64,"2,58",2024M11,Navarra,Pamplona/Iruña
3120101010,Secciones,17,84,"2,83",2024M11,Navarra,Pamplona/Iruña
3120101009,Secciones,22,124,"4,17",2024M11,Navarra,Pamplona/Iruña
3120101008,Secciones,9,34,"1,88",2024M11,Navarra,Pamplona/Iruña
3120101007,Secciones,8,36,"1,72",2024M11,Navarra,Pamplona/Iruña
3120101006,Secciones,29,163,"4,92",2024M11,Navarra,Pamplona/Iruña
3120101005,Secciones,24,102,"3,82",2024M11,Navarra,Pamplona/Iruña
3120101004,Secciones,14,62,"2,89",2024M11,Navarra,Pamplona/Iruña
3120101003,Secciones,32,147,"3,89",2024M11,Navarra,Pamplona/Iruña
3120101001,Secciones,30,141,"6,19",2024M11,Navarra,Pamplona/Iruña
3120202001,Secciones,2,2,"0,15",2024M11,Navarra,Peralta/Azkoien
3120201002,Secciones,0,0,"0,00",2024M11,Navarra,Peralta/Azkoien
3120201001,Secciones,1,5,"0,16",2024M11,Navarra,Peralta/Azkoien
3120301001,Secciones,0,0,,2024M11,Navarra,Petilla de Aragón
3120401001,Secciones,0,0,"0,00",2024M11,Navarra,Piedramillera
3120501001,Secciones,2,13,"0,41",2024M11,Navarra,Pitillas
3120601002,Secciones,0,0,"0,00",2024M11,Navarra,Puente la Reina/Gares
3120601001,Secciones,3,16,"0,35",2024M11,Navarra,Puente la Reina/Gares
3120701001,Secciones,1,11,"0,29",2024M11,Navarra,Pueyo/Puiu
3120802001,Secciones,0,0,"0,00",2024M11,Navarra,Ribaforada
3120801001,Secciones,2,8,"0,26",2024M11,Navarra,Ribaforada
3120901001,Secciones,0,0,"0,00",2024M11,Navarra,Romanzado/Erromantzatua
3121001001,Secciones,1,3,"0,37",2024M11,Navarra,Roncal/Erronkari
3121101001,Secciones,2,10,,2024M11,Navarra,Orreaga/Roncesvalles
3121201001,Secciones,3,18,"1,76",2024M11,Navarra,Sada
3121301001,Secciones,1,6,"1,28",2024M11,Navarra,Saldías
3121401001,Secciones,0,0,"0,00",2024M11,Navarra,Salinas de Oro/Jaitz
3121502002,Secciones,0,0,"0,00",2024M11,Navarra,San Adrián
3121502001,Secciones,1,3,"0,13",2024M11,Navarra,San Adrián
3121501002,Secciones,0,0,"0,00",2024M11,Navarra,San Adrián
3121501001,Secciones,0,0,"0,00",2024M11,Navarra,San Adrián
3121602002,Secciones,1,8,"0,09",2024M11,Navarra,Sangüesa/Zangoza
3121602001,Secciones,2,8,"0,34",2024M11,Navarra,Sangüesa/Zangoza
3121601001,Secciones,3,6,"0,30",2024M11,Navarra,Sangüesa/Zangoza
3121701001,Secciones,2,12,"0,47",2024M11,Navarra,San Martín de Unx
3121901001,Secciones,0,0,"0,00",2024M11,Navarra,Sansol
3122001001,Secciones,0,0,"0,00",2024M11,Navarra,Santacara
3122101001,Secciones,1,4,"0,10",2024M11,Navarra,Doneztebe/Santesteban
3122201001,Secciones,0,0,,2024M11,Navarra,Sarriés/Sartze
3122301001,Secciones,0,0,"0,00",2024M11,Navarra,Sartaguda
3122401001,Secciones,1,10,"0,12",2024M11,Navarra,Sesma
3122501001,Secciones,2,26,"3,17",2024M11,Navarra,Sorlada
3122601001,Secciones,11,49,"2,34",2024M11,Navarra,Sunbilla
3122702004,Secciones,0,0,"0,00",2024M11,Navarra,Tafalla
3122702003,Secciones,0,0,"0,00",2024M11,Navarra,Tafalla
3122702002,Secciones,2,12,"0,21",2024M11,Navarra,Tafalla
3122702001,Secciones,0,0,"0,00",2024M11,Navarra,Tafalla
3122701003,Secciones,1,4,"0,10",2024M11,Navarra,Tafalla
3122701002,Secciones,0,0,"0,00",2024M11,Navarra,Tafalla
3122701001,Secciones,0,0,"0,00",2024M11,Navarra,Tafalla
3122801001,Secciones,0,0,"0,00",2024M11,Navarra,Tiebas-Muruarte de Reta
3122901001,Secciones,0,0,,2024M11,Navarra,Tirapu
3123001001,Secciones,0,0,"0,00",2024M11,Navarra,Torralba del Río
3123101001,Secciones,0,0,"0,00",2024M11,Navarra,Torres del Río
3123204006,Secciones,0,0,"0,00",2024M11,Navarra,Tudela
3123204004,Secciones,2,3,"0,25",2024M11,Navarra,Tudela
3123204003,Secciones,3,13,"0,42",2024M11,Navarra,Tudela
3123204002,Secciones,0,0,"0,00",2024M11,Navarra,Tudela
3123204001,Secciones,4,15,"0,85",2024M11,Navarra,Tudela
3123203007,Secciones,0,0,"0,00",2024M11,Navarra,Tudela
3123203006,Secciones,0,0,"0,00",2024M11,Navarra,Tudela
3123203005,Secciones,5,34,"0,34",2024M11,Navarra,Tudela
3123204005,Secciones,3,12,"0,52",2024M11,Navarra,Tudela
3123203004,Secciones,5,25,"0,50",2024M11,Navarra,Tudela
3123203003,Secciones,2,8,"0,31",2024M11,Navarra,Tudela
3123203002,Secciones,1,6,"0,18",2024M11,Navarra,Tudela
3123203001,Secciones,3,14,"0,34",2024M11,Navarra,Tudela
3123202006,Secciones,3,18,"0,55",2024M11,Navarra,Tudela
3123202005,Secciones,3,14,"0,61",2024M11,Navarra,Tudela
3123202004,Secciones,6,44,"0,37",2024M11,Navarra,Tudela
3123202003,Secciones,9,43,"1,39",2024M11,Navarra,Tudela
3123202002,Secciones,20,88,"1,68",2024M11,Navarra,Tudela
3123202001,Secciones,1,4,"0,13",2024M11,Navarra,Tudela
3123201002,Secciones,6,30,"0,91",2024M11,Navarra,Tudela
3123201001,Secciones,17,67,"1,46",2024M11,Navarra,Tudela
3123301001,Secciones,0,0,"0,00",2024M11,Navarra,Tulebras
3123401001,Secciones,0,0,"0,00",2024M11,Navarra,Ucar
3123501001,Secciones,5,18,"1,75",2024M11,Navarra,Ujué/Uxue
3123601001,Secciones,15,83,"1,80",2024M11,Navarra,Ultzama
3123701001,Secciones,1,2,"0,51",2024M11,Navarra,Unciti
3123801001,Secciones,0,0,"0,00",2024M11,Navarra,Unzué/Untzue
3123901001,Secciones,11,35,"4,66",2024M11,Navarra,Urdazubi/Urdax
3124001001,Secciones,0,0,"0,00",2024M11,Navarra,Urdiain
3124101001,Secciones,0,0,"0,00",2024M11,Navarra,Urraul Alto
3124201001,Secciones,1,4,"0,42",2024M11,Navarra,Urraul Bajo
3124301001,Secciones,1,11,"0,38",2024M11,Navarra,Urroz-Villa
3124401001,Secciones,1,8,"0,95",2024M11,Navarra,Urroz
3124501001,Secciones,0,0,"0,00",2024M11,Navarra,Urzainqui/Urzainki
3124601001,Secciones,0,0,"0,00",2024M11,Navarra,Uterga
3124701001,Secciones,0,0,"0,00",2024M11,Navarra,Uztárroz/Uztarroze
3124801001,Secciones,32,145,"12,45",2024M11,Navarra,Luzaide/Valcarlos
3124902001,Secciones,1,6,"0,19",2024M11,Navarra,Valtierra
3124901001,Secciones,4,26,"0,56",2024M11,Navarra,Valtierra
3125002001,Secciones,7,50,"1,69",2024M11,Navarra,Bera
3125001002,Secciones,0,0,"0,00",2024M11,Navarra,Bera
3125001001,Secciones,1,2,"0,10",2024M11,Navarra,Bera
3125102001,Secciones,3,12,"0,64",2024M11,Navarra,Viana
3125101002,Secciones,6,43,"0,75",2024M11,Navarra,Viana
3125101001,Secciones,7,54,"0,60",2024M11,Navarra,Viana
3125201001,Secciones,0,0,"0,00",2024M11,Navarra,Vidángoz/Bidankoze
3125301001,Secciones,0,0,"0,00",2024M11,Navarra,Bidaurreta
3125402001,Secciones,0,0,"0,00",2024M11,Navarra,Villafranca
3125401001,Secciones,6,41,"0,62",2024M11,Navarra,Villafranca
3125501001,Secciones,0,0,"0,00",2024M11,Navarra,Villamayor de Monjardín
3125601001,Secciones,3,22,"4,55",2024M11,Navarra,Hiriberri/Villanueva de Aezkoa
3125701001,Secciones,2,13,"0,33",2024M11,Navarra,Villatuerta
3125802004,Secciones,0,0,"0,00",2024M11,Navarra,Villava/Atarrabia
3125802003,Secciones,4,22,"0,42",2024M11,Navarra,Villava/Atarrabia
3125802002,Secciones,5,25,"0,57",2024M11,Navarra,Villava/Atarrabia
3125802001,Secciones,2,9,"0,27",2024M11,Navarra,Villava/Atarrabia
3125801001,Secciones,4,14,"0,41",2024M11,Navarra,Villava/Atarrabia
3125901001,Secciones,5,26,"1,57",2024M11,Navarra,Igantzi
3126001001,Secciones,9,69,"0,78",2024M11,Navarra,Valle de Yerri/Deierri
3126101001,Secciones,1,2,"0,27",2024M11,Navarra,Yesa
3126201001,Secciones,0,0,"0,00",2024M11,Navarra,Zabalza/Zabaltza
3126301001,Secciones,0,0,"0,00",2024M11,Navarra,Zubieta
3126401001,Secciones,13,36,"9,85",2024M11,Navarra,Zugarramurdi
3126501001,Secciones,0,0,"0,00",2024M11,Navarra,Zúñiga
3190101011,Secciones,1,11,"0,12",2024M11,Navarra,Barañáin/Barañain
3190101010,Secciones,1,2,"0,13",2024M11,Navarra,Barañáin/Barañain
3190101009,Secciones,2,6,"0,46",2024M11,Navarra,Barañáin/Barañain
3190101008,Secciones,2,6,"0,20",2024M11,Navarra,Barañáin/Barañain
3190101007,Secciones,1,4,"0,16",2024M11,Navarra,Barañáin/Barañain
3190101006,Secciones,0,0,"0,00",2024M11,Navarra,Barañáin/Barañain
3190101005,Secciones,4,13,"0,43",2024M11,Navarra,Barañáin/Barañain
3190101004,Secciones,4,15,"0,54",2024M11,Navarra,Barañáin/Barañain
3190101003,Secciones,8,34,"0,86",2024M11,Navarra,Barañáin/Barañain
3190101002,Secciones,2,6,"0,34",2024M11,Navarra,Barañáin/Barañain
3190101001,Secciones,3,14,"0,59",2024M11,Navarra,Barañáin/Barañain
3190201003,Secciones,3,12,"1,64",2024M11,Navarra,Berrioplano/Berriobeiti
3190201002,Secciones,3,15,"0,17",2024M11,Navarra,Berrioplano/Berriobeiti
3190201001,Secciones,6,40,"0,62",2024M11,Navarra,Berrioplano/Berriobeiti
3190301006,Secciones,1,4,"0,26",2024M11,Navarra,Berriozar
3190301005,Secciones,1,4,"0,14",2024M11,Navarra,Berriozar
3190301003,Secciones,0,0,"0,00",2024M11,Navarra,Berriozar
3190301002,Secciones,1,4,"0,19",2024M11,Navarra,Berriozar
3190301001,Secciones,3,12,"0,18",2024M11,Navarra,Berriozar
3190401001,Secciones,0,0,"0,00",2024M11,Navarra,Irurtzun
3190501002,Secciones,0,0,"0,00",2024M11,Navarra,Beriáin
3190501001,Secciones,0,0,"0,00",2024M11,Navarra,Beriáin
3190601002,Secciones,2,14,"0,40",2024M11,Navarra,Orkoien
3190601001,Secciones,2,16,"0,18",2024M11,Navarra,Orkoien
3190701008,Secciones,7,27,"0,43",2024M11,Navarra,Zizur Mayor/Zizur Nagusia
3190701007,Secciones,3,18,"0,54",2024M11,Navarra,Zizur Mayor/Zizur Nagusia
3190701006,Secciones,0,0,"0,00",2024M11,Navarra,Zizur Mayor/Zizur Nagusia
3190701005,Secciones,1,6,"0,16",2024M11,Navarra,Zizur Mayor/Zizur Nagusia
3190701004,Secciones,4,10,"0,46",2024M11,Navarra,Zizur Mayor/Zizur Nagusia
3190701003,Secciones,1,2,"0,13",2024M11,Navarra,Zizur Mayor/Zizur Nagusia
3190701002,Secciones,8,28,"1,26",2024M11,Navarra,Zizur Mayor/Zizur Nagusia
3190701001,Secciones,7,47,"1,36",2024M11,Navarra,Zizur Mayor/Zizur Nagusia
3190801001,Secciones,5,37,"0,57",2024M11,Navarra,Lekunberri
3200102001,Secciones,8,40,"0,34",2024M11,Ourense,Allariz
3200101003,Secciones,10,50,"0,61",2024M11,Ourense,Allariz
3200101002,Secciones,10,49,"0,48",2024M11,Ourense,Allariz
3200101001,Secciones,21,119,"1,56",2024M11,Ourense,Allariz
3200201002,Secciones,5,52,"0,43",2024M11,Ourense,Amoeiro
3200201001,Secciones,0,0,"0,00",2024M11,Ourense,Amoeiro
3200301001,Secciones,6,34,"0,72",2024M11,Ourense,"Arnoia, A"
3200401001,Secciones,0,0,"0,00",2024M11,Ourense,Avión
3200501001,Secciones,3,22,"0,23",2024M11,Ourense,Baltar
3200601001,Secciones,0,0,"0,00",2024M11,Ourense,Bande
3200701001,Secciones,6,39,"0,23",2024M11,Ourense,Baños de Molgas
3200802001,Secciones,4,24,"0,36",2024M11,Ourense,Barbadás
3200801005,Secciones,1,4,"0,10",2024M11,Ourense,Barbadás
3200801004,Secciones,1,6,"0,08",2024M11,Ourense,Barbadás
3200801003,Secciones,0,0,"0,00",2024M11,Ourense,Barbadás
3200801002,Secciones,1,6,"0,10",2024M11,Ourense,Barbadás
3200801001,Secciones,2,7,"0,15",2024M11,Ourense,Barbadás
3200902001,Secciones,3,20,"0,26",2024M11,Ourense,"Barco de Valdeorras, O"
3200901009,Secciones,2,8,"0,20",2024M11,Ourense,"Barco de Valdeorras, O"
3200901008,Secciones,2,15,"0,38",2024M11,Ourense,"Barco de Valdeorras, O"
3200901007,Secciones,2,17,"0,15",2024M11,Ourense,"Barco de Valdeorras, O"
3200901006,Secciones,0,0,"0,00",2024M11,Ourense,"Barco de Valdeorras, O"
3200901005,Secciones,5,14,"0,41",2024M11,Ourense,"Barco de Valdeorras, O"
3200901004,Secciones,3,16,"0,39",2024M11,Ourense,"Barco de Valdeorras, O"
3200901003,Secciones,0,0,"0,00",2024M11,Ourense,"Barco de Valdeorras, O"
3200901002,Secciones,1,4,"0,19",2024M11,Ourense,"Barco de Valdeorras, O"
3200901001,Secciones,1,9,"0,09",2024M11,Ourense,"Barco de Valdeorras, O"
3201001001,Secciones,2,12,"0,51",2024M11,Ourense,Beade
3201101001,Secciones,6,24,"0,56",2024M11,Ourense,Beariz
3201201001,Secciones,0,0,"0,00",2024M11,Ourense,"Blancos, Os"
3201303001,Secciones,0,0,"0,00",2024M11,Ourense,Boborás
3201302001,Secciones,0,0,"0,00",2024M11,Ourense,Boborás
3201301001,Secciones,2,8,"0,22",2024M11,Ourense,Boborás
3201401001,Secciones,3,38,"0,21",2024M11,Ourense,"Bola, A"
3201501001,Secciones,3,13,"0,18",2024M11,Ourense,"Bolo, O"
3201601001,Secciones,3,18,"0,23",2024M11,Ourense,Calvos de Randín
3201702001,Secciones,0,0,"0,00",2024M11,Ourense,Carballeda de Valdeorras
3201701001,Secciones,4,32,"0,39",2024M11,Ourense,Carballeda de Valdeorras
3201801001,Secciones,1,9,"0,08",2024M11,Ourense,Carballeda de Avia
3201903001,Secciones,2,11,"0,25",2024M11,Ourense,"Carballiño, O"
3201902002,Secciones,2,11,"0,34",2024M11,Ourense,"Carballiño, O"
3201902001,Secciones,4,30,"0,46",2024M11,Ourense,"Carballiño, O"
3201901007,Secciones,4,22,"0,34",2024M11,Ourense,"Carballiño, O"
3201901006,Secciones,3,17,"0,32",2024M11,Ourense,"Carballiño, O"
3201901005,Secciones,5,27,"0,27",2024M11,Ourense,"Carballiño, O"
3201901004,Secciones,2,6,"0,17",2024M11,Ourense,"Carballiño, O"
3201901003,Secciones,1,3,"0,10",2024M11,Ourense,"Carballiño, O"
3201901002,Secciones,1,4,"0,06",2024M11,Ourense,"Carballiño, O"
3201901001,Secciones,5,19,"0,45",2024M11,Ourense,"Carballiño, O"
3202001004,Secciones,2,22,"0,29",2024M11,Ourense,Cartelle
3202001002,Secciones,3,30,"0,25",2024M11,Ourense,Cartelle
3202001001,Secciones,1,8,"0,11",2024M11,Ourense,Cartelle
3202101001,Secciones,0,0,"0,00",2024M11,Ourense,Castrelo do Val
3202202001,Secciones,0,0,"0,00",2024M11,Ourense,Castrelo de Miño
3202201001,Secciones,16,90,"1,99",2024M11,Ourense,Castrelo de Miño
3202301001,Secciones,33,181,"1,90",2024M11,Ourense,Castro Caldelas
3202403001,Secciones,8,46,"1,11",2024M11,Ourense,Celanova
3202402001,Secciones,4,19,"0,33",2024M11,Ourense,Celanova
3202401002,Secciones,5,29,"0,38",2024M11,Ourense,Celanova
3202401001,Secciones,8,30,"0,50",2024M11,Ourense,Celanova
3202501001,Secciones,7,61,"0,40",2024M11,Ourense,Cenlle
3202602002,Secciones,3,17,"0,28",2024M11,Ourense,Coles
3202602001,Secciones,2,16,"0,32",2024M11,Ourense,Coles
3202601001,Secciones,5,50,"0,58",2024M11,Ourense,Coles
3202701001,Secciones,12,86,"0,92",2024M11,Ourense,Cortegada
3202801001,Secciones,1,6,"0,04",2024M11,Ourense,Cualedro
3202901001,Secciones,6,38,"0,79",2024M11,Ourense,Chandrexa de Queixa
3203001001,Secciones,8,57,"0,58",2024M11,Ourense,Entrimo
3203101001,Secciones,4,24,"0,33",2024M11,Ourense,Esgos
3203201010,Secciones,0,0,"0,00",2024M11,Ourense,Xinzo de Limia
3203201009,Secciones,2,4,"0,15",2024M11,Ourense,Xinzo de Limia
3203201007,Secciones,0,0,"0,00",2024M11,Ourense,Xinzo de Limia
3203201005,Secciones,0,0,"0,00",2024M11,Ourense,Xinzo de Limia
3203201003,Secciones,3,18,"0,28",2024M11,Ourense,Xinzo de Limia
3203201002,Secciones,3,13,"0,17",2024M11,Ourense,Xinzo de Limia
3203201001,Secciones,4,6,"0,25",2024M11,Ourense,Xinzo de Limia
3203301001,Secciones,0,0,"0,00",2024M11,Ourense,Gomesende
3203401001,Secciones,0,0,"0,00",2024M11,Ourense,"Gudiña, A"
3203501002,Secciones,2,11,"0,24",2024M11,Ourense,"Irixo, O"
3203501001,Secciones,6,55,"0,63",2024M11,Ourense,"Irixo, O"
3203602001,Secciones,1,5,"0,09",2024M11,Ourense,Xunqueira de Ambía
3203601001,Secciones,1,6,"0,12",2024M11,Ourense,Xunqueira de Ambía
3203701001,Secciones,6,21,"0,77",2024M11,Ourense,Xunqueira de Espadanedo
3203801001,Secciones,2,16,"0,31",2024M11,Ourense,Larouco
3203901001,Secciones,3,18,"0,11",2024M11,Ourense,Laza
3204001001,Secciones,7,55,"0,32",2024M11,Ourense,Leiro
3204101001,Secciones,6,41,"0,59",2024M11,Ourense,Lobeira
3204201001,Secciones,39,212,"1,95",2024M11,Ourense,Lobios
3204302001,Secciones,0,0,"0,00",2024M11,Ourense,Maceda
3204301001,Secciones,9,44,"0,36",2024M11,Ourense,Maceda
3204401001,Secciones,2,8,"0,13",2024M11,Ourense,Manzaneda
3204502002,Secciones,5,44,"0,64",2024M11,Ourense,Maside
3204502001,Secciones,3,11,"0,34",2024M11,Ourense,Maside
3204501001,Secciones,2,15,"0,38",2024M11,Ourense,Maside
3204601001,Secciones,12,53,"0,62",2024M11,Ourense,Melón
3204701002,Secciones,1,2,"0,16",2024M11,Ourense,"Merca, A"
3204701001,Secciones,1,6,"0,06",2024M11,Ourense,"Merca, A"
3204801001,Secciones,0,0,"0,00",2024M11,Ourense,"Mezquita, A"
3204901001,Secciones,12,62,"1,01",2024M11,Ourense,Montederramo
3205002001,Secciones,1,4,"0,08",2024M11,Ourense,Monterrei
3205001001,Secciones,0,0,"0,00",2024M11,Ourense,Monterrei
3205101001,Secciones,16,89,"0,91",2024M11,Ourense,Muíños
3205201003,Secciones,23,109,"1,19",2024M11,Ourense,Nogueira de Ramuín
3205201001,Secciones,12,69,"1,23",2024M11,Ourense,Nogueira de Ramuín
3205301001,Secciones,3,14,"0,20",2024M11,Ourense,Oímbra
3205405021,Secciones,2,8,"0,24",2024M11,Ourense,Ourense
3205405020,Secciones,1,5,"0,14",2024M11,Ourense,Ourense
3205405018,Secciones,4,9,"0,43",2024M11,Ourense,Ourense
3205405017,Secciones,1,2,"0,22",2024M11,Ourense,Ourense
3205405016,Secciones,2,7,"0,26",2024M11,Ourense,Ourense
3205405014,Secciones,4,19,"0,45",2024M11,Ourense,Ourense
3205405013,Secciones,10,74,"0,74",2024M11,Ourense,Ourense
3205405012,Secciones,1,6,"0,16",2024M11,Ourense,Ourense
3205405011,Secciones,2,7,"0,27",2024M11,Ourense,Ourense
3205405010,Secciones,0,0,"0,00",2024M11,Ourense,Ourense
3205405009,Secciones,2,9,"0,26",2024M11,Ourense,Ourense
3205405008,Secciones,1,3,"0,13",2024M11,Ourense,Ourense
3205405005,Secciones,3,16,"0,26",2024M11,Ourense,Ourense
3205405004,Secciones,3,16,"0,34",2024M11,Ourense,Ourense
3205405003,Secciones,8,44,"0,67",2024M11,Ourense,Ourense
3205405001,Secciones,2,10,"0,20",2024M11,Ourense,Ourense
3205404015,Secciones,2,8,"0,39",2024M11,Ourense,Ourense
3205404014,Secciones,1,4,"0,10",2024M11,Ourense,Ourense
3205404012,Secciones,0,0,"0,00",2024M11,Ourense,Ourense
3205404011,Secciones,1,4,"0,20",2024M11,Ourense,Ourense
3205404010,Secciones,0,0,"0,00",2024M11,Ourense,Ourense
3205404009,Secciones,1,4,"0,08",2024M11,Ourense,Ourense
3205404008,Secciones,4,9,"0,59",2024M11,Ourense,Ourense
3205404007,Secciones,2,6,"0,29",2024M11,Ourense,Ourense
3205404006,Secciones,2,7,"0,23",2024M11,Ourense,Ourense
