CUSEC,Nivel,vivienda turistica,plazas,Porcentaje vivienda turistica,PERIODO,PROV_LITERAL,MUN_LITERAL
1008401001,Secciones,9,51,"0,71",2024M11,Cáceres,Gata
1008501001,Secciones,3,28,"0,50",2024M11,Cáceres,"Gordo, El"
1008601001,Secciones,0,0,"0,00",2024M11,Cáceres,"Granja, La"
1008702001,Secciones,17,78,"1,46",2024M11,Cáceres,Guadalupe
1008701001,Secciones,7,32,"1,06",2024M11,Cáceres,Guadalupe
1008801001,Secciones,0,0,"0,00",2024M11,Cáceres,Guijo de Coria
1008901001,Secciones,1,4,"0,11",2024M11,Cáceres,Guijo de Galisteo
1009001001,Secciones,6,27,"0,88",2024M11,Cáceres,Guijo de Granadilla
1009101001,Secciones,2,7,"0,39",2024M11,Cáceres,Guijo de Santa Bárbara
1009201001,Secciones,2,25,"0,38",2024M11,Cáceres,Herguijuela
1009301001,Secciones,0,0,"0,00",2024M11,Cáceres,Hernán-Pérez
1009401001,Secciones,3,15,"0,91",2024M11,Cáceres,Herrera de Alcántara
1009501001,Secciones,0,0,"0,00",2024M11,Cáceres,Herreruela
1009602001,Secciones,52,220,"3,60",2024M11,Cáceres,Hervás
1009601001,Secciones,16,68,"1,55",2024M11,Cáceres,Hervás
1009601002,Secciones,11,51,"1,17",2024M11,Cáceres,Hervás
1009701001,Secciones,0,0,"0,00",2024M11,Cáceres,Higuera de Albalat
1009801001,Secciones,2,14,"0,30",2024M11,Cáceres,Hinojal
1009901001,Secciones,0,0,"0,00",2024M11,Cáceres,Holguera
1010001001,Secciones,4,20,"0,46",2024M11,Cáceres,Hoyos
1010101001,Secciones,0,0,"0,00",2024M11,Cáceres,Huélaga
1010201001,Secciones,0,0,"0,00",2024M11,Cáceres,Ibahernando
1010301001,Secciones,3,25,"0,44",2024M11,Cáceres,Jaraicejo
1010402002,Secciones,4,20,"0,60",2024M11,Cáceres,Jaraíz de la Vera
1010401002,Secciones,4,11,"0,62",2024M11,Cáceres,Jaraíz de la Vera
1010401001,Secciones,7,27,"1,87",2024M11,Cáceres,Jaraíz de la Vera
1010402001,Secciones,18,91,"2,10",2024M11,Cáceres,Jaraíz de la Vera
1010401003,Secciones,5,34,"0,54",2024M11,Cáceres,Jaraíz de la Vera
1010402003,Secciones,1,2,"0,17",2024M11,Cáceres,Jaraíz de la Vera
1010501001,Secciones,5,38,"0,64",2024M11,Cáceres,Jarandilla de la Vera
1010501002,Secciones,35,181,"1,84",2024M11,Cáceres,Jarandilla de la Vera
1010601001,Secciones,3,17,"1,49",2024M11,Cáceres,Jarilla
1010701001,Secciones,20,95,"1,85",2024M11,Cáceres,Jerte
1010801001,Secciones,3,12,"0,54",2024M11,Cáceres,Ladrillar
1010902001,Secciones,0,0,"0,00",2024M11,Cáceres,Logrosán
1010901001,Secciones,1,4,"0,10",2024M11,Cáceres,Logrosán
1011001002,Secciones,6,20,"0,48",2024M11,Cáceres,Losar de la Vera
1011001001,Secciones,8,43,"0,63",2024M11,Cáceres,Losar de la Vera
1011101002,Secciones,1,4,"0,25",2024M11,Cáceres,Madrigal de la Vera
1011101001,Secciones,15,97,"0,86",2024M11,Cáceres,Madrigal de la Vera
1011202001,Secciones,0,0,"0,00",2024M11,Cáceres,Madrigalejo
1011201001,Secciones,2,16,"0,30",2024M11,Cáceres,Madrigalejo
1011302001,Secciones,0,0,"0,00",2024M11,Cáceres,Madroñera
1011301001,Secciones,0,0,"0,00",2024M11,Cáceres,Madroñera
1011401001,Secciones,0,0,"0,00",2024M11,Cáceres,Majadas
1011502002,Secciones,4,25,"0,20",2024M11,Cáceres,Malpartida de Cáceres
1011502001,Secciones,0,0,"0,00",2024M11,Cáceres,Malpartida de Cáceres
1011501002,Secciones,0,0,,2024M11,Cáceres,Malpartida de Cáceres
1011501001,Secciones,0,0,"0,00",2024M11,Cáceres,Malpartida de Cáceres
1011602002,Secciones,2,16,"0,31",2024M11,Cáceres,Malpartida de Plasencia
1011602001,Secciones,12,64,"0,72",2024M11,Cáceres,Malpartida de Plasencia
1011601001,Secciones,15,52,"1,59",2024M11,Cáceres,Malpartida de Plasencia
1011701001,Secciones,1,5,"0,47",2024M11,Cáceres,Marchagaz
1011801001,Secciones,0,0,"0,00",2024M11,Cáceres,Mata de Alcántara
1011901001,Secciones,6,12,"0,72",2024M11,Cáceres,Membrío
1012001001,Secciones,0,0,"0,00",2024M11,Cáceres,Mesas de Ibor
1012103002,Secciones,0,0,"0,00",2024M11,Cáceres,Miajadas
1012103001,Secciones,0,0,"0,00",2024M11,Cáceres,Miajadas
1012102002,Secciones,0,0,"0,00",2024M11,Cáceres,Miajadas
1012102001,Secciones,0,0,"0,00",2024M11,Cáceres,Miajadas
1012101001,Secciones,0,0,"0,00",2024M11,Cáceres,Miajadas
1012201001,Secciones,0,0,"0,00",2024M11,Cáceres,Millanes
1012301001,Secciones,0,0,"0,00",2024M11,Cáceres,Mirabel
1012401001,Secciones,0,0,"0,00",2024M11,Cáceres,Mohedas de Granadilla
1012501001,Secciones,0,0,"0,00",2024M11,Cáceres,Monroy
1012602001,Secciones,7,38,"0,76",2024M11,Cáceres,Montánchez
1012601001,Secciones,8,39,"0,84",2024M11,Cáceres,Montánchez
1012702003,Secciones,1,4,"0,12",2024M11,Cáceres,Montehermoso
1012702002,Secciones,0,0,"0,00",2024M11,Cáceres,Montehermoso
1012702001,Secciones,1,6,"0,16",2024M11,Cáceres,Montehermoso
1012701002,Secciones,5,20,"0,59",2024M11,Cáceres,Montehermoso
1012701001,Secciones,0,0,"0,00",2024M11,Cáceres,Montehermoso
1012801006,Secciones,0,0,"0,00",2024M11,Cáceres,Moraleja
1012801005,Secciones,0,0,"0,00",2024M11,Cáceres,Moraleja
1012801003,Secciones,0,0,"0,00",2024M11,Cáceres,Moraleja
1012801002,Secciones,6,22,"0,67",2024M11,Cáceres,Moraleja
1012801001,Secciones,3,9,"0,39",2024M11,Cáceres,Moraleja
1012901001,Secciones,0,0,"0,00",2024M11,Cáceres,Morcillo
1013001001,Secciones,16,97,"1,05",2024M11,Cáceres,Navaconcejo
1013102008,Secciones,0,0,"0,00",2024M11,Cáceres,Navalmoral de la Mata
1013102007,Secciones,0,0,"0,00",2024M11,Cáceres,Navalmoral de la Mata
1013102006,Secciones,1,3,"0,39",2024M11,Cáceres,Navalmoral de la Mata
1013102005,Secciones,1,10,"0,08",2024M11,Cáceres,Navalmoral de la Mata
1013102004,Secciones,0,0,"0,00",2024M11,Cáceres,Navalmoral de la Mata
1013102003,Secciones,0,0,"0,00",2024M11,Cáceres,Navalmoral de la Mata
1013102002,Secciones,0,0,"0,00",2024M11,Cáceres,Navalmoral de la Mata
1013102001,Secciones,3,8,"0,32",2024M11,Cáceres,Navalmoral de la Mata
1013101005,Secciones,0,0,"0,00",2024M11,Cáceres,Navalmoral de la Mata
1013101004,Secciones,0,0,"0,00",2024M11,Cáceres,Navalmoral de la Mata
1013101003,Secciones,2,5,"0,26",2024M11,Cáceres,Navalmoral de la Mata
1013101002,Secciones,2,8,"0,31",2024M11,Cáceres,Navalmoral de la Mata
1013101001,Secciones,0,0,"0,00",2024M11,Cáceres,Navalmoral de la Mata
1013201001,Secciones,0,0,"0,00",2024M11,Cáceres,Navalvillar de Ibor
1013301001,Secciones,0,0,"0,00",2024M11,Cáceres,Navas del Madroño
1013401001,Secciones,1,6,"0,14",2024M11,Cáceres,Navezuelas
1013501001,Secciones,6,30,"0,52",2024M11,Cáceres,Nuñomoral
1013601001,Secciones,6,46,"1,21",2024M11,Cáceres,Oliva de Plasencia
1013701001,Secciones,0,0,"0,00",2024M11,Cáceres,Palomero
1013801001,Secciones,8,51,"1,19",2024M11,Cáceres,Pasarón de la Vera
1013901001,Secciones,0,0,"0,00",2024M11,Cáceres,Pedroso de Acim
1014001001,Secciones,0,0,"0,00",2024M11,Cáceres,Peraleda de la Mata
1014101001,Secciones,0,0,"0,00",2024M11,Cáceres,Peraleda de San Román
1014201001,Secciones,6,20,"0,73",2024M11,Cáceres,Perales del Puerto
1014301001,Secciones,0,0,"0,00",2024M11,Cáceres,Pescueza
1014401001,Secciones,1,4,"0,14",2024M11,Cáceres,"Pesga, La"
1014501001,Secciones,0,0,"0,00",2024M11,Cáceres,Piedras Albas
1014601001,Secciones,18,94,"1,19",2024M11,Cáceres,Pinofranqueado
1014701001,Secciones,4,16,"0,31",2024M11,Cáceres,Piornal
1014804015,Secciones,0,0,,2024M11,Cáceres,Plasencia
1014805001,Secciones,1,4,"0,05",2024M11,Cáceres,Plasencia
1014804014,Secciones,0,0,"0,00",2024M11,Cáceres,Plasencia
1014804013,Secciones,0,0,"0,00",2024M11,Cáceres,Plasencia
1014804012,Secciones,0,0,"0,00",2024M11,Cáceres,Plasencia
1014804011,Secciones,1,4,"0,12",2024M11,Cáceres,Plasencia
1014804010,Secciones,2,12,"0,23",2024M11,Cáceres,Plasencia
1014804008,Secciones,1,6,"0,16",2024M11,Cáceres,Plasencia
1014804007,Secciones,0,0,"0,00",2024M11,Cáceres,Plasencia
1014804006,Secciones,1,4,"0,18",2024M11,Cáceres,Plasencia
1014804005,Secciones,0,0,"0,00",2024M11,Cáceres,Plasencia
1014804004,Secciones,1,7,"0,18",2024M11,Cáceres,Plasencia
1014804003,Secciones,1,6,"0,13",2024M11,Cáceres,Plasencia
1014804002,Secciones,1,4,"0,20",2024M11,Cáceres,Plasencia
1014804009,Secciones,1,5,"0,15",2024M11,Cáceres,Plasencia
1014804001,Secciones,17,76,"3,11",2024M11,Cáceres,Plasencia
1014803004,Secciones,9,45,"1,28",2024M11,Cáceres,Plasencia
1014803003,Secciones,0,0,"0,00",2024M11,Cáceres,Plasencia
1014803002,Secciones,0,0,"0,00",2024M11,Cáceres,Plasencia
1014802005,Secciones,0,0,"0,00",2024M11,Cáceres,Plasencia
1014802004,Secciones,0,0,"0,00",2024M11,Cáceres,Plasencia
1014802003,Secciones,4,20,"0,44",2024M11,Cáceres,Plasencia
1014802002,Secciones,19,67,"2,48",2024M11,Cáceres,Plasencia
1014802001,Secciones,6,23,"0,64",2024M11,Cáceres,Plasencia
1014801011,Secciones,0,0,"0,00",2024M11,Cáceres,Plasencia
1014801010,Secciones,3,9,"0,36",2024M11,Cáceres,Plasencia
1014801009,Secciones,3,14,"0,43",2024M11,Cáceres,Plasencia
1014801008,Secciones,3,8,"0,42",2024M11,Cáceres,Plasencia
1014801007,Secciones,0,0,"0,00",2024M11,Cáceres,Plasencia
1014801006,Secciones,0,0,"0,00",2024M11,Cáceres,Plasencia
1014801005,Secciones,3,10,"0,77",2024M11,Cáceres,Plasencia
1014801004,Secciones,1,5,"0,24",2024M11,Cáceres,Plasencia
1014801002,Secciones,0,0,"0,00",2024M11,Cáceres,Plasencia
1014801001,Secciones,15,56,"1,38",2024M11,Cáceres,Plasencia
1014901001,Secciones,4,19,"0,70",2024M11,Cáceres,Plasenzuela
1015001001,Secciones,0,0,"0,00",2024M11,Cáceres,Portaje
1015101001,Secciones,0,0,"0,00",2024M11,Cáceres,Portezuelo
1015201001,Secciones,2,20,"0,31",2024M11,Cáceres,Pozuelo de Zarzón
1015301001,Secciones,2,11,"0,49",2024M11,Cáceres,Puerto de Santa Cruz
1015401001,Secciones,10,41,"4,98",2024M11,Cáceres,Rebollar
1015501001,Secciones,4,23,"0,45",2024M11,Cáceres,Riolobos
1015601001,Secciones,11,42,"6,21",2024M11,Cáceres,Robledillo de Gata
1015701001,Secciones,2,8,"0,57",2024M11,Cáceres,Robledillo de la Vera
1015801001,Secciones,0,0,"0,00",2024M11,Cáceres,Robledillo de Trujillo
1015901001,Secciones,0,0,"0,00",2024M11,Cáceres,Robledollano
1016001001,Secciones,0,0,"0,00",2024M11,Cáceres,Romangordo
1016101001,Secciones,0,0,"0,00",2024M11,Cáceres,Ruanes
1016201001,Secciones,0,0,"0,00",2024M11,Cáceres,Salorino
1016301001,Secciones,3,19,"0,63",2024M11,Cáceres,Salvatierra de Santiago
1016401001,Secciones,1,12,"0,14",2024M11,Cáceres,San Martín de Trevejo
1016501001,Secciones,0,0,"0,00",2024M11,Cáceres,Santa Ana
1016601001,Secciones,2,32,"0,48",2024M11,Cáceres,Santa Cruz de la Sierra
1016701001,Secciones,0,0,"0,00",2024M11,Cáceres,Santa Cruz de Paniagua
1016801001,Secciones,1,6,"0,30",2024M11,Cáceres,Santa Marta de Magasca
1016901001,Secciones,0,0,"0,00",2024M11,Cáceres,Santiago de Alcántara
1017001001,Secciones,1,6,"0,28",2024M11,Cáceres,Santiago del Campo
1017101001,Secciones,2,17,"0,43",2024M11,Cáceres,Santibáñez el Alto
1017201001,Secciones,0,0,"0,00",2024M11,Cáceres,Santibáñez el Bajo
1017301001,Secciones,0,0,"0,00",2024M11,Cáceres,Saucedilla
1017401001,Secciones,8,26,"3,92",2024M11,Cáceres,Segura de Toro
1017502001,Secciones,1,4,,2024M11,Cáceres,Serradilla
1017501001,Secciones,3,13,"0,17",2024M11,Cáceres,Serradilla
1017601001,Secciones,0,0,"0,00",2024M11,Cáceres,Serrejón
1017701001,Secciones,4,18,"0,27",2024M11,Cáceres,Sierra de Fuentes
1017801001,Secciones,0,0,"0,00",2024M11,Cáceres,Talaván
1017901001,Secciones,2,6,"0,43",2024M11,Cáceres,Talaveruela de la Vera
1018001005,Secciones,0,0,"0,00",2024M11,Cáceres,Talayuela
1018001002,Secciones,0,0,"0,00",2024M11,Cáceres,Talayuela
1018001001,Secciones,3,19,"0,33",2024M11,Cáceres,Talayuela
1018101001,Secciones,1,6,"0,15",2024M11,Cáceres,Tejeda de Tiétar
1018201001,Secciones,0,0,"0,00",2024M11,Cáceres,Toril
1018301001,Secciones,6,21,"0,56",2024M11,Cáceres,Tornavacas
1018401001,Secciones,15,67,"1,69",2024M11,Cáceres,"Torno, El"
1018501001,Secciones,1,5,"0,20",2024M11,Cáceres,Torrecilla de los Ángeles
1018601001,Secciones,0,0,"0,00",2024M11,Cáceres,Torrecillas de la Tiesa
1018701001,Secciones,6,32,"1,17",2024M11,Cáceres,Torre de Don Miguel
1018801001,Secciones,0,0,"0,00",2024M11,Cáceres,Torre de Santa María
1018902002,Secciones,2,9,"0,39",2024M11,Cáceres,Torrejoncillo
1018902001,Secciones,0,0,"0,00",2024M11,Cáceres,Torrejoncillo
1018901001,Secciones,1,4,"0,08",2024M11,Cáceres,Torrejoncillo
1019001001,Secciones,17,59,"2,48",2024M11,Cáceres,Torrejón el Rubio
1019101001,Secciones,9,54,"1,80",2024M11,Cáceres,Torremenga
1019201001,Secciones,5,32,"0,55",2024M11,Cáceres,Torremocha
1019301001,Secciones,2,12,"0,18",2024M11,Cáceres,Torreorgaz
1019401001,Secciones,2,7,"0,32",2024M11,Cáceres,Torrequemada
1019504001,Secciones,0,0,"0,00",2024M11,Cáceres,Trujillo
1019503001,Secciones,1,7,"0,07",2024M11,Cáceres,Trujillo
1019502002,Secciones,2,11,"0,16",2024M11,Cáceres,Trujillo
1019502001,Secciones,12,51,"1,85",2024M11,Cáceres,Trujillo
1019501003,Secciones,28,112,"3,71",2024M11,Cáceres,Trujillo
1019501002,Secciones,4,38,"0,99",2024M11,Cáceres,Trujillo
1019501001,Secciones,21,106,"1,67",2024M11,Cáceres,Trujillo
1019601001,Secciones,2,14,"0,61",2024M11,Cáceres,Valdastillas
1019701001,Secciones,1,6,"0,56",2024M11,Cáceres,Valdecañas de Tajo
1019801001,Secciones,4,26,"0,40",2024M11,Cáceres,Valdefuentes
1019901001,Secciones,0,0,"0,00",2024M11,Cáceres,Valdehúncar
1020001001,Secciones,2,21,"0,27",2024M11,Cáceres,Valdelacasa de Tajo
1020101001,Secciones,0,0,"0,00",2024M11,Cáceres,Valdemorales
1020201001,Secciones,0,0,"0,00",2024M11,Cáceres,Valdeobispo
1020303001,Secciones,14,48,"0,76",2024M11,Cáceres,Valencia de Alcántara
1020302002,Secciones,0,0,"0,00",2024M11,Cáceres,Valencia de Alcántara
1020302001,Secciones,3,12,"0,35",2024M11,Cáceres,Valencia de Alcántara
1020301002,Secciones,3,12,"0,30",2024M11,Cáceres,Valencia de Alcántara
1020301001,Secciones,0,0,"0,00",2024M11,Cáceres,Valencia de Alcántara
1020401001,Secciones,17,74,"2,41",2024M11,Cáceres,Valverde de la Vera
1020502001,Secciones,0,0,"0,00",2024M11,Cáceres,Valverde del Fresno
1020501001,Secciones,1,4,"0,12",2024M11,Cáceres,Valverde del Fresno
1020601001,Secciones,1,6,"0,27",2024M11,Cáceres,Viandar de la Vera
1020701001,Secciones,0,0,"0,00",2024M11,Cáceres,Villa del Campo
1020801001,Secciones,1,2,"0,53",2024M11,Cáceres,Villa del Rey
1020901001,Secciones,0,0,"0,00",2024M11,Cáceres,Villamesías
1021001001,Secciones,16,99,"2,39",2024M11,Cáceres,Villamiel
1021101001,Secciones,0,0,"0,00",2024M11,Cáceres,Villanueva de la Sierra
1021202001,Secciones,24,119,"2,22",2024M11,Cáceres,Villanueva de la Vera
1021201001,Secciones,10,47,"0,67",2024M11,Cáceres,Villanueva de la Vera
1021301001,Secciones,0,0,"0,00",2024M11,Cáceres,Villar del Pedroso
1021401001,Secciones,3,17,"0,91",2024M11,Cáceres,Villar de Plasencia
1021501001,Secciones,0,0,"0,00",2024M11,Cáceres,Villasbuenas de Gata
1021601001,Secciones,14,86,"1,01",2024M11,Cáceres,Zarza de Granadilla
1021701001,Secciones,0,0,"0,00",2024M11,Cáceres,Zarza de Montánchez
1021802001,Secciones,0,0,"0,00",2024M11,Cáceres,Zarza la Mayor
1021801001,Secciones,13,66,"2,78",2024M11,Cáceres,Zarza la Mayor
1021902001,Secciones,0,0,"0,00",2024M11,Cáceres,Zorita
1021901001,Secciones,1,10,"0,12",2024M11,Cáceres,Zorita
1090101001,Secciones,3,10,"0,40",2024M11,Cáceres,Rosalejo
1090201001,Secciones,0,0,"0,00",2024M11,Cáceres,Vegaviana
1090301001,Secciones,2,14,"0,42",2024M11,Cáceres,Alagón del Río
1090401001,Secciones,0,0,"0,00",2024M11,Cáceres,Tiétar
1090501001,Secciones,0,0,"0,00",2024M11,Cáceres,Pueblonuevo de Miramontes
1100102002,Secciones,5,18,"1,01",2024M11,Cádiz,Alcalá de los Gazules
1100102001,Secciones,5,20,"0,46",2024M11,Cádiz,Alcalá de los Gazules
1100101002,Secciones,11,65,"1,02",2024M11,Cádiz,Alcalá de los Gazules
1100101001,Secciones,4,24,"0,55",2024M11,Cádiz,Alcalá de los Gazules
1100201002,Secciones,0,0,"0,00",2024M11,Cádiz,Alcalá del Valle
1100201004,Secciones,0,0,"0,00",2024M11,Cádiz,Alcalá del Valle
1100201003,Secciones,5,42,"0,68",2024M11,Cádiz,Alcalá del Valle
1100201001,Secciones,1,8,"0,17",2024M11,Cádiz,Alcalá del Valle
1100301001,Secciones,11,69,"1,18",2024M11,Cádiz,Algar
1100404025,Secciones,1,2,"0,18",2024M11,Cádiz,Algeciras
1100404024,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100404023,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100404022,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100404021,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100404020,Secciones,2,2,"0,30",2024M11,Cádiz,Algeciras
1100404017,Secciones,4,22,"0,69",2024M11,Cádiz,Algeciras
1100404016,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100404011,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100404009,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100404012,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100404007,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100404006,Secciones,1,3,"0,09",2024M11,Cádiz,Algeciras
1100404004,Secciones,1,4,"0,15",2024M11,Cádiz,Algeciras
1100404003,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100404001,Secciones,2,5,"0,28",2024M11,Cádiz,Algeciras
1100404008,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100403017,Secciones,3,30,"0,41",2024M11,Cádiz,Algeciras
1100403015,Secciones,3,15,"0,66",2024M11,Cádiz,Algeciras
1100404010,Secciones,1,4,"0,13",2024M11,Cádiz,Algeciras
1100404014,Secciones,1,6,"0,16",2024M11,Cádiz,Algeciras
1100403013,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100403011,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100404019,Secciones,2,7,"0,34",2024M11,Cádiz,Algeciras
1100403009,Secciones,4,8,"0,94",2024M11,Cádiz,Algeciras
1100403008,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100403007,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100404015,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100403006,Secciones,2,10,"0,24",2024M11,Cádiz,Algeciras
1100403004,Secciones,3,4,"0,68",2024M11,Cádiz,Algeciras
1100403003,Secciones,3,12,"0,44",2024M11,Cádiz,Algeciras
1100402020,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100402016,Secciones,17,63,"0,92",2024M11,Cádiz,Algeciras
1100402011,Secciones,5,15,"0,93",2024M11,Cádiz,Algeciras
1100402008,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100402007,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100402002,Secciones,1,2,"0,12",2024M11,Cádiz,Algeciras
1100402003,Secciones,1,7,"0,18",2024M11,Cádiz,Algeciras
1100402001,Secciones,6,21,"0,52",2024M11,Cádiz,Algeciras
1100401027,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100401026,Secciones,2,8,"0,31",2024M11,Cádiz,Algeciras
1100401023,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100401021,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100401020,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100401019,Secciones,10,48,"0,87",2024M11,Cádiz,Algeciras
1100403010,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100403012,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100403014,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100403016,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100404005,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100403018,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100404002,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100401017,Secciones,2,8,"0,24",2024M11,Cádiz,Algeciras
1100401016,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100401018,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100401015,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100401014,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100401022,Secciones,2,4,"0,28",2024M11,Cádiz,Algeciras
1100401012,Secciones,2,3,"0,23",2024M11,Cádiz,Algeciras
1100401011,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100401010,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100401009,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100401008,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100401007,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100404018,Secciones,1,4,"0,18",2024M11,Cádiz,Algeciras
1100401025,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100401028,Secciones,1,3,"0,12",2024M11,Cádiz,Algeciras
1100401006,Secciones,7,26,"0,88",2024M11,Cádiz,Algeciras
1100401005,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100402004,Secciones,4,16,"0,37",2024M11,Cádiz,Algeciras
1100401004,Secciones,2,6,"0,22",2024M11,Cádiz,Algeciras
1100401024,Secciones,1,6,"0,18",2024M11,Cádiz,Algeciras
1100401003,Secciones,2,7,"0,24",2024M11,Cádiz,Algeciras
1100402005,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100401002,Secciones,2,10,"0,24",2024M11,Cádiz,Algeciras
1100401001,Secciones,5,15,"0,93",2024M11,Cádiz,Algeciras
1100402009,Secciones,1,4,"0,24",2024M11,Cádiz,Algeciras
1100402010,Secciones,2,7,"0,30",2024M11,Cádiz,Algeciras
1100402006,Secciones,3,9,"0,68",2024M11,Cádiz,Algeciras
1100402014,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100402012,Secciones,4,13,"0,64",2024M11,Cádiz,Algeciras
1100402015,Secciones,4,21,"0,68",2024M11,Cádiz,Algeciras
1100402018,Secciones,1,4,"0,26",2024M11,Cádiz,Algeciras
1100402019,Secciones,18,118,"2,06",2024M11,Cádiz,Algeciras
1100402017,Secciones,0,0,"0,00",2024M11,Cádiz,Algeciras
1100403001,Secciones,1,3,"0,18",2024M11,Cádiz,Algeciras
1100403002,Secciones,7,28,"1,28",2024M11,Cádiz,Algeciras
1100502001,Secciones,24,149,"2,99",2024M11,Cádiz,Algodonales
1100501004,Secciones,4,14,"1,04",2024M11,Cádiz,Algodonales
1100501003,Secciones,21,116,"1,63",2024M11,Cádiz,Algodonales
1100501001,Secciones,27,150,"2,80",2024M11,Cádiz,Algodonales
1100602001,Secciones,14,63,"2,42",2024M11,Cádiz,Arcos de la Frontera
1100602007,Secciones,3,20,"0,55",2024M11,Cádiz,Arcos de la Frontera
1100604004,Secciones,10,69,"1,10",2024M11,Cádiz,Arcos de la Frontera
